panel,element,field,expected,actual,verdict
"talent-frame","TalentFrameBackgroundTopRight","coverage","DRAWN-INSTRUMENTED","DRAWN-INSTRUMENTED","PASS"
"talent-frame","TalentFrameBackgroundTopRight","presence","PRESENT","PRESENT","PASS"
"talent-frame","TalentFrameBackgroundTopRight","geometry","279|77|64|256","279|77|64|256","PASS"
"talent-frame","TalentFrameBackgroundTopRight","anchor","TOPLEFT|TalentFrameBackgroundTopLeft|TOPRIGHT|0|0","TOPLEFT|TalentFrame|TOPLEFT|279|-77","DELTA"
"talent-frame","TalentFrameBackgroundTopRight","texture-path","||","Interface\TalentFrame\WarriorArms-TopRight.blp||","DELTA"
"talent-frame","TalentFrameBackgroundTopRight","font","|","|","PASS"
"talent-frame","TalentFrameBackgroundTopRight","color","","#FFFFFFFF","DELTA"
"talent-frame","TalentFrameBackgroundTopRight","layer","|ARTWORK","IMGUI_WINDOW|IMGUI_IMAGE","DELTA"
"talent-frame","TalentFrameCancelButton","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCancelButton","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCancelButton/DisabledTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCancelButton/DisabledTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCancelButton/HighlightTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCancelButton/HighlightTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCancelButton/NormalTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCancelButton/NormalTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCancelButton/PushedTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCancelButton/PushedTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCloseButton","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCloseButton","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCloseButton/HighlightTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCloseButton/HighlightTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCloseButton/NormalTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCloseButton/NormalTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFrameCloseButton/PushedTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFrameCloseButton/PushedTexture","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFramePointsLeft","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFramePointsLeft","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFramePointsMiddle","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFramePointsMiddle","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFramePointsRight","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFramePointsRight","presence","PRESENT","ABSENT","DELTA"
"talent-frame","TalentFramePortrait","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"talent-frame","TalentFramePortrait","presence","PRESENT","ABSENT","DELTA"
