run_local,planned_name,actual_name,class_id,class_name,planned_race_id,planned_race_name,actual_race_id,method,result,guid,level
"2026-08-01T19:31:08","Nbwarhuman","",1,"Warrior",1,"Human",,CMSG_CHAR_CREATE,REFUSED_0x31,,
"2026-08-01T19:31:08","Nbpalhuman","Nbpalhuman",2,"Paladin",1,"Human",1,CMSG_CHAR_CREATE,CREATED,0x000000000000021E,1
"2026-08-01T19:31:08","Nbhundwarf","Nbhundwarf",3,"Hunter",3,"Dwarf",3,CMSG_CHAR_CREATE,CREATED,0x000000000000021F,1
"2026-08-01T19:31:08","Nbroghuman","Nbroghuman",4,"Rogue",1,"Human",1,CMSG_CHAR_CREATE,CREATED,0x0000000000000220,1
"2026-08-01T19:31:08","Nbprihuman","Nbprihuman",5,"Priest",1,"Human",1,CMSG_CHAR_CREATE,CREATED,0x0000000000000221,1
"2026-08-01T19:31:09","Nbshaorc","Nbshaorc",7,"Shaman",2,"Orc",2,CMSG_CHAR_CREATE,CREATED,0x0000000000000222,1
"2026-08-01T19:31:09","Nbmaghuman","Nbmaghuman",8,"Mage",1,"Human",1,CMSG_CHAR_CREATE,CREATED,0x0000000000000223,1
"2026-08-01T19:31:09","Nbwlkgnome","Nbwlkgnome",9,"Warlock",7,"Gnome",7,CMSG_CHAR_CREATE,CREATED,0x0000000000000224,1
"2026-08-01T19:31:09","Nbdrunelf","Nbdrunelf",11,"Druid",4,"NightElf",4,CMSG_CHAR_CREATE,CREATED,0x0000000000000225,1
