row,time,opcode,name,bytes,sha256,flushed,hex
1,5.304,0x0141,CMSG_ATTACKSWING,14,b8431d95711b1d45638e7995311a575f2f33d840ebeb2cbeb2a56616f4e82a6c,true,E3D4E9AE2B3C99A20406000030F1
2,5.415,0x0142,CMSG_ATTACKSTOP,6,68d3aedac501bf2090e15ae799f73a2f4c623ea57ddf7968bf857638f97561d8,true,BF2FDBB6FDB8
3,5.415,0x013D,CMSG_SET_SELECTION,14,5857f3674c606f05eae6958a45ce8842e2c7dd3e29dcc1c5ee51583bd303eb25,true,16B73F3D538D9AA20406000030F1
4,5.416,0x0141,CMSG_ATTACKSWING,14,070c1b009140cbd743a3af385fbd3097921304a4e7b90abba1137e1c06bc15b0,true,3C1CABB087709AA20406000030F1
