time,character,spell_id,name,event,classification,server_duration_ms,dbc_cast_time_ms,dbc_duration_ms,phase,started,ends,pushback_total_ms,cancel_source,animation_state
9.690,"Nbmaghuman",133,"Fireball",CAST_START,CAST_TIME,1500,1500,4000,CASTING,9.689,11.189,0,NONE,"Stand"
11.096,"Nbmaghuman",133,"Fireball",CAST_COMPLETE,CAST_TIME,0,1500,4000,SUCCESS,9.689,11.189,0,NONE,"Anim51"
