panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource,coverage
"tooltip","GameTooltip","GameTooltip","","0","0","220","80","","","","","","","","","","","","TOOLTIP","Interface\Tooltips\UI-Tooltip-Background.blp","Interface\Tooltips\UI-Tooltip-Border.blp","16","16","5|5|5|5","","interface.MPQ:Interface\FrameXML\GameTooltip.xml","interface.MPQ:Interface\Tooltips\UI-Tooltip-Background.blp|interface.MPQ:Interface\Tooltips\UI-Tooltip-Border.blp","",""
