row,time,opcode,name,bytes,sha256,flushed,hex
1,4.979,0x0095,CMSG_MESSAGECHAT,19,5f0dcaeadb42053bb4ecc030d6322b6408ca1e412d20e15f9fae3e1bb2e1df0f,true,AC4188FC0B6A00000000070000002E67707300
2,4.993,0x0141,CMSG_ATTACKSWING,14,d09437726f6d52c56ddddf277874d0a114618e6a90b28a5d039ce7208397591c,true,BE6BA369EB3291A20406000030F1
