row,time,opcode,name,bytes,sha256,flushed,hex
1,5.312,0x0095,CMSG_MESSAGECHAT,19,30d4b105d7812a74808dcea67ac7a7e6e5684ca6066ff23ce4790fed7a8be3dd,true,5EFA59FCBA1200000000070000002E67707300
