panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"backpack","ContainerFrame1","Frame","","0","0","192","240","BOTTOMRIGHT","UIParent","BOTTOMRIGHT","0","70","","","","","","","MEDIUM","","","","","","","MSUI:actual-draw-path","",""
"backpack","ContainerFrame1BackgroundTop","Texture","ContainerFrame1","-64","0","256","256","TOPRIGHT","ContainerFrame1","TOPRIGHT","0","0","Interface\ContainerFrame\UI-BackpackBackground.blp","","","","","ARTWORK","MEDIUM","","","","","","0,1,0,1","MSUI:actual-draw-path","patch.MPQ:Interface\ContainerFrame\UI-BackpackBackground.blp",""
"backpack","ContainerFrame1Portrait","Texture","ContainerFrame1","7","5","40","40","TOPLEFT","ContainerFrame1","TOPLEFT","7","-5","Interface\Buttons\Button-Backpack-Up.blp","","","","","BACKGROUND","MEDIUM","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\Buttons\Button-Backpack-Up.blp",""
"backpack","ContainerFrame1Name","FontString","ContainerFrame1","47","10","112","12","TOPLEFT","ContainerFrame1","TOPLEFT","47","-10","","GameFontHighlight","Fonts\FRIZQT__.TTF","12","1,1,1,1","ARTWORK","MEDIUM","","","","","","","MSUI:actual-draw-path","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"backpack","ContainerFrame1CloseButton","Button","ContainerFrame1","160","1","32","32","TOPRIGHT","ContainerFrame1","TOPRIGHT","0","-1","","","","","","","MEDIUM","","","","","","","MSUI:actual-draw-path","",""
"backpack","ContainerFrame1CloseButton/NormalTexture","NormalTexture","ContainerFrame1CloseButton","160","1","32","32","","","","","","Interface\Buttons\UI-Panel-MinimizeButton-Up.blp","","","","","","MEDIUM","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\Buttons\UI-Panel-MinimizeButton-Up.blp",""
"backpack","ContainerFrame1Item1","Button","ContainerFrame1","143","173","37","37","BOTTOMRIGHT","ContainerFrame1","BOTTOMRIGHT","-12","30","","","","","","","MEDIUM","","","","","","","MSUI:actual-draw-path","",""
"backpack","ContainerFrame1Item1NormalTexture","NormalTexture","ContainerFrame1Item1","130","159","64","64","CENTER","ContainerFrame1Item1","CENTER","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","MEDIUM","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
