step,result,detail
TELEPORT_UNCONFIRMED
START protocol=C:\Users\nico\source\repos\MSUIClient\scenarios\combat\H2-bisect-run17-single-teleport-20260731-173000.txt
1,PASS,gm .gm on
2,PASS,wait 3
3,PASS,select spawn:1 guid=0xF13000007900B1EF
4,PASS,trace start H2-bisect-run17-single-teleport-20260731-173000
5,PASS,attack start
6,PASS,wait 2
7,PASS,attack stop
8,PASS,wait 0.2
9,PASS,trace stop
