step,result,detail
START protocol=C:\Users\nico\source\repos\MSUIClient\live-runs\N2-0-3-5-merchant-20260801-200000\merchant-discover.protocol
1,PASS,gm .tele stormwind
2,PASS,wait 4
3,PASS,select npc-flag-nearest:vendor guid=0xF1300004FB013746
4,PASS,anchor selected guid=0xF1300004FB013746 position=-8863.87|626.459|95.9895
