row,time,opcode,name,bytes,sha256,flushed,hex
1,6.195,0x0095,CMSG_MESSAGECHAT,19,78195da79035e28e865572bd47745c86b2bba2cd45ef7b78165d37b584b3fb4a,true,63DDA2AF381A00000000070000002E67707300
2,7.221,0x00BD,MSG_MOVE_START_TURN_RIGHT,34,0f1cbe0828cd852c076f02b51d14fac57be8fd01b06553c925939dc37ee830bd,true,3B081EE5FF5220000000351C0000CDD70BC6357E04C31E0FA742FF5FBD4000000000
3,7.712,0x0060,CMSG_CREATURE_QUERY,18,399c5a69b9f683c3180d8c6ee0abc668e8f597e38bb2c00aba4b30d62597d651,true,121A824C90436A0600004C38016A060030F1
4,7.722,0x00EE,MSG_MOVE_HEARTBEAT,34,3ac86485b173cdbc5861f230b6307ae9a84f7db6e831ecf06e59497b90e42fea,true,EEF3E264BEC1200000002A1E0000CDD70BC6357E04C31E0FA74219048B4000000000
5,8.223,0x00EE,MSG_MOVE_HEARTBEAT,34,88a116d35f04ddcf2363157c2ea27a3619323e81ba4f6713340046445e861265,true,190386804FBA200000001F200000CDD70BC6357E04C31E0FA742F243314000000000
6,8.227,0x00BE,MSG_MOVE_STOP_TURN,34,1368ea83299f81ddfd376629a16ace3b9ce184681691a8e2d0c4cf099afd2449,true,89484ABE0F890000000023200000CDD70BC6357E04C31E0FA742F243314000000000
