rowKey,key,axis,displayId,extraId,batchIndex,geosetId,region,textureType,resolvedTexture,effectiveTexture,supplier,customContent,demandedTexture,demandedSupplier,missingDemandedTexture,predicted7C2Texture,protocolRow,modelPath,modelSupplier,race,sex,skin,face,hairStyle,hairColor,facialHair,equipment,geosetsChosen,bakeTexture,bakeSupplier,helmDisplayId,helmSuffix,helmModel,helmSupplier,shoulderDisplayId,shoulderModels,shoulderSuppliers,attachmentStatus,capeTexture,charSectionsDupKey,charSectionsWinnerRow,outcome,subjectPx,meanLuma,elapsedMs,note
player:human-male:base,player:human-male:base,players,0,0,-1,-1,base,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.0007,224.6331,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:1,player:human-male:skin:1,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_01.blp,Character\Human\Male\HumanMaleSkin00_01.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,1,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id2@row1/flags0x0|face=id12@row13/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,132.9456,171.8979,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:2,player:human-male:skin:2,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_02.blp,Character\Human\Male\HumanMaleSkin00_02.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,2,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id3@row2/flags0x0|face=id13@row14/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,122.3167,154.7963,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:3,player:human-male:skin:3,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_03.blp,Character\Human\Male\HumanMaleSkin00_03.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,3,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id4@row3/flags0x0|face=id14@row15/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,113.3526,160.4236,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:4,player:human-male:skin:4,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_04.blp,Character\Human\Male\HumanMaleSkin00_04.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,4,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id5@row4/flags0x0|face=id15@row16/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,103.9717,155.9333,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:5,player:human-male:skin:5,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_05.blp,Character\Human\Male\HumanMaleSkin00_05.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,5,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id6@row5/flags0x0|face=id16@row17/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,93.3524,152.9146,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:6,player:human-male:skin:6,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_06.blp,Character\Human\Male\HumanMaleSkin00_06.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,6,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id7@row6/flags0x0|face=id17@row18/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,80.6877,154.0686,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:7,player:human-male:skin:7,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_07.blp,Character\Human\Male\HumanMaleSkin00_07.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,7,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id8@row7/flags0x0|face=id18@row19/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,72.8185,155.6973,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:8,player:human-male:skin:8,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_08.blp,Character\Human\Male\HumanMaleSkin00_08.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,8,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id9@row8/flags0x0|face=id19@row20/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,63.9155,154.2141,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:skin:9,player:human-male:skin:9,players,0,0,-1,-1,skin,NONE,Character\Human\Male\HumanMaleSkin00_09.blp,Character\Human\Male\HumanMaleSkin00_09.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,9,0,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,0,skin=id10@row9/flags0x0|face=id20@row21/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,57.1715,159.6743,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:1,player:human-male:face:1,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,1,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id21@row22/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1684,153.7152,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:2,player:human-male:face:2,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,2,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id31@row32/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.0662,153.4568,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:3,player:human-male:face:3,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,3,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id41@row42/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.0631,152.9184,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:4,player:human-male:face:4,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,4,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id51@row52/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1625,152.4039,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:5,player:human-male:face:5,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,5,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id61@row62/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1943,151.8046,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:6,player:human-male:face:6,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,6,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id71@row72/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1876,162.0888,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:7,player:human-male:face:7,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,7,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id81@row82/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1819,158.5632,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:8,player:human-male:face:8,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,8,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id91@row92/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1043,152.6934,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:9,player:human-male:face:9,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,9,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id101@row102/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1426,152.9659,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:10,player:human-male:face:10,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,10,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id111@row112/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.0518,160.4972,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:face:11,player:human-male:face:11,players,0,0,-1,-1,face,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,11,0,0,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id121@row122/flags0x0|hair=id3262@row222/flags0x0|hair-substitute=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19869,140.1059,153.0818,hair style 0/0 -> geoset variant 1 (DBC match)
player:human-male:hair-style:1,player:human-male:hair-style:1,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,1,0,0,,0:0;0:2;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id4841@row232/flags0x0|facial=id131@row132/flags0x0,Ready,19930,138.1904,153.5939,hair style 1/0 -> geoset variant 2 (DBC match)
player:human-male:hair-style:2,player:human-male:hair-style:2,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,2,0,0,,0:0;0:3;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id231@row242/flags0x0|facial=id131@row132/flags0x0,Ready,19925,137.907,159.7274,hair style 2/0 -> geoset variant 3 (DBC match)
player:human-male:hair-style:3,player:human-male:hair-style:3,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,3,0,0,,0:0;0:4;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id241@row252/flags0x0|facial=id131@row132/flags0x0,Ready,19959,139.1964,155.5114,hair style 3/0 -> geoset variant 4 (DBC match)
player:human-male:hair-style:4,player:human-male:hair-style:4,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,4,0,0,,0:0;0:5;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id251@row262/flags0x0|facial=id131@row132/flags0x0,Ready,20208,133.2904,153.6117,hair style 4/0 -> geoset variant 5 (DBC match)
player:human-male:hair-style:5,player:human-male:hair-style:5,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,5,0,0,,0:0;0:6;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id261@row272/flags0x0|facial=id131@row132/flags0x0,Ready,20181,136.8108,153.0193,hair style 5/0 -> geoset variant 6 (DBC match)
player:human-male:hair-style:6,player:human-male:hair-style:6,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,6,0,0,,0:0;0:7;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id271@row282/flags0x0|facial=id131@row132/flags0x0,Ready,20200,136.7379,154.9006,hair style 6/0 -> geoset variant 7 (DBC match)
player:human-male:hair-style:7,player:human-male:hair-style:7,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,7,0,0,,0:0;0:8;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id281@row292/flags0x0|facial=id131@row132/flags0x0,Ready,20201,136.2625,154.2809,hair style 7/0 -> geoset variant 8 (DBC match)
player:human-male:hair-style:8,player:human-male:hair-style:8,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,8,0,0,,0:0;0:9;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id291@row302/flags0x0|facial=id131@row132/flags0x0,Ready,20165,137.0064,161.9021,hair style 8/0 -> geoset variant 9 (DBC match)
player:human-male:hair-style:9,player:human-male:hair-style:9,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,9,0,0,,0:0;0:10;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id301@row312/flags0x0|facial=id131@row132/flags0x0,Ready,19940,138.0282,156.174,hair style 9/0 -> geoset variant 10 (DBC match)
player:human-male:hair-style:10,player:human-male:hair-style:10,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,10,0,0,,0:0;0:11;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id311@row322/flags0x0|facial=id131@row132/flags0x0,Ready,20291,134.7949,154.2998,hair style 10/0 -> geoset variant 11 (DBC match)
player:human-male:hair-style:11,player:human-male:hair-style:11,players,0,0,-1,-1,hair-style,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,11,0,0,,0:0;0:12;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id321@row332/flags0x0|facial=id131@row132/flags0x0,Ready,20145,136.3337,154.0871,hair style 11/0 -> geoset variant 12 (DBC match)
player:human-male:hair-color:1,player:human-male:hair-color:1,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,1,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3263@row223/flags0x0|hair-substitute=id4842@row233/flags0x0|facial=id132@row133/flags0x0,Ready,19869,139.9615,154.6291,hair style 0/1 -> geoset variant 1 (DBC match)
player:human-male:hair-color:2,player:human-male:hair-color:2,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,2,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3264@row224/flags0x0|hair-substitute=id4843@row234/flags0x0|facial=id133@row134/flags0x0,Ready,19869,140.1104,153.0297,hair style 0/2 -> geoset variant 1 (DBC match)
player:human-male:hair-color:3,player:human-male:hair-color:3,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,3,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3265@row225/flags0x0|hair-substitute=id4844@row235/flags0x0|facial=id134@row135/flags0x0,Ready,19869,140.0849,150.6615,hair style 0/3 -> geoset variant 1 (DBC match)
player:human-male:hair-color:4,player:human-male:hair-color:4,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,4,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3266@row226/flags0x0|hair-substitute=id4845@row236/flags0x0|facial=id135@row136/flags0x0,Ready,19869,140.1454,164.6729,hair style 0/4 -> geoset variant 1 (DBC match)
player:human-male:hair-color:5,player:human-male:hair-color:5,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,5,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3267@row227/flags0x0|hair-substitute=id4846@row237/flags0x0|facial=id136@row137/flags0x0,Ready,19869,140.2866,151.0377,hair style 0/5 -> geoset variant 1 (DBC match)
player:human-male:hair-color:6,player:human-male:hair-color:6,players,0,0,-1,-1,hair-color,NONE,Character\Human\Male\HumanMaleSkin00_00.blp,Character\Human\Male\HumanMaleSkin00_00.blp,texture.MPQ,false,NONE,NONE,false,NONE,,Character\Human\Male\HumanMale.m2,patch.MPQ,1,0,0,0,0,6,0,,0:0;0:1;1:1;2:1;3:1;4:1;5:1;7:2;13:1;15:1,NONE,NONE,0,NONE,NONE,NONE,0,NONE,NONE,none-authored,NONE,1,skin=id1@row0/flags0x0|face=id11@row12/flags0x0|hair=id3268@row228/flags0x0|hair-substitute=id4847@row238/flags0x0|facial=id137@row138/flags0x0,Ready,19869,140.2917,150.9549,hair style 0/6 -> geoset variant 1 (DBC match)
