panel,element,field,expected,actual,verdict
"character-frame","CharacterAmmoSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlot/HighlightTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlot/HighlightTexture","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlot/PushedTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlot/PushedTexture","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlot/Texture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlot/Texture","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlot/Texture#2","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlot/Texture#2","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlotIconTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlotIconTexture","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAmmoSlotNormalTexture","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAmmoSlotNormalTexture","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterArmorFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterArmorFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterArmorFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterArmorFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterArmorFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterArmorFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterArmorFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterArmorFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackPowerFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackPowerFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackPowerFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackPowerFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackPowerFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackPowerFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttackPowerFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttackPowerFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterAttributesFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterAttributesFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterBackSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterBackSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterBackSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterBackSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterChestSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterChestSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterChestSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterChestSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterDamageFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterDamageFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterDamageFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterDamageFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterDamageFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterDamageFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterDamageFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterDamageFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFeetSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFeetSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFeetSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFeetSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFinger0Slot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFinger0Slot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFinger0SlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFinger0SlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFinger1Slot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFinger1Slot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFinger1SlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterFinger1SlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterFrame","coverage","NOT-REFERENCE","DRAWN-INSTRUMENTED","DELTA"
"character-frame","CharacterFrame","presence","ABSENT","PRESENT","DELTA"
"character-frame","CharacterGuildText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterGuildText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterHandsSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterHandsSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterHandsSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterHandsSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterHeadSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterHeadSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterHeadSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterHeadSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterLegsSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterLegsSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterLegsSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterLegsSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterLevelText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterLevelText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterMainHandSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterMainHandSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterMainHandSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterMainHandSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterNeckSlot","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterNeckSlot","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterNeckSlotCooldown","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterNeckSlotCooldown","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackPowerFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackPowerFrame","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackPowerFrameLabel","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackPowerFrameLabel","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackPowerFrameStat","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackPowerFrameStat","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedAttackPowerFrameStatText","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
"character-frame","CharacterRangedAttackPowerFrameStatText","presence","PRESENT","ABSENT","DELTA"
"character-frame","CharacterRangedDamageFrame","coverage","DRAWN-INSTRUMENTED","NOT-DRAWN","DELTA"
