panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource,coverage
"character-frame","CharacterFrame","Frame","","0","0","384","512","TOPLEFT","","","0","-104","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterFramePortrait","Texture","CharacterFrame","7","6","60","60","TOPLEFT","","","7","-6","","","","","","ARTWORK","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterNameFrame","Frame","CharacterFrame","143.5","18","109","12","CENTER","","","6","232","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterNameText","FontString","CharacterNameFrame","48","18","300","12","CENTER","","","","","","GameFontNormal","Fonts\FRIZQT__.TTF","12","#FFD100FF","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF",""
"character-frame","CharacterFrameCloseButton","Button","CharacterFrame","324","9","32","32","CENTER","CharacterFrame","TOPRIGHT","-44","-25","Interface\Buttons\UI-Panel-MinimizeButton-Up.blp","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","interface.MPQ:Interface\Buttons\UI-Panel-MinimizeButton-Up.blp","",""
"character-frame","CharacterFrameCloseButton/NormalTexture","NormalTexture","CharacterFrameCloseButton","324","9","32","32","","","","","","Interface\Buttons\UI-Panel-MinimizeButton-Up.blp","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\UIPanelTemplates.xml","interface.MPQ:Interface\Buttons\UI-Panel-MinimizeButton-Up.blp","",""
"character-frame","CharacterFrameCloseButton/PushedTexture","PushedTexture","CharacterFrameCloseButton","324","9","32","32","","","","","","Interface\Buttons\UI-Panel-MinimizeButton-Down.blp","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\UIPanelTemplates.xml","interface.MPQ:Interface\Buttons\UI-Panel-MinimizeButton-Down.blp","",""
"character-frame","CharacterFrameCloseButton/HighlightTexture","HighlightTexture","CharacterFrameCloseButton","324","9","32","32","","","","","","Interface\Buttons\UI-Panel-MinimizeButton-Highlight.blp","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\UIPanelTemplates.xml","interface.MPQ:Interface\Buttons\UI-Panel-MinimizeButton-Highlight.blp","",""
"character-frame","CharacterFrameTab1","Button","CharacterFrame","","","","","CENTER","","BOTTOMLEFT","60","62","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterFrameTab2","Button","CharacterFrame","","","","","LEFT","CharacterFrameTab1","RIGHT","-16","0","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterFrameTab3","Button","CharacterFrame","","","","","LEFT","CharacterFrameTab2","RIGHT","-16","0","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterFrameTab4","Button","CharacterFrame","","","","","LEFT","CharacterFrameTab3","RIGHT","-16","0","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
"character-frame","CharacterFrameTab5","Button","CharacterFrame","","","","","LEFT","CharacterFrameTab4","RIGHT","-16","0","","","","","","","","","","","","","","patch.MPQ:Interface\FrameXML\CharacterFrame.xml","","",""
