frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.009823,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0534588,,,,1,0->0:Exact,NONE
1,0.009823,0.013154,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0666126,,,,1,0->0:Exact,NONE
2,0.022977,0.016666,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0832782,,,,1,0->0:Exact,NONE
3,0.039642,0.016711,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0999895,,,,1,0->0:Exact,NONE
4,0.056354,0.019811,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.119800605,,,,1,0->0:Exact,NONE
5,0.076165,0.016801,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.136602,,,,1,0->0:Exact,MSG_MOVE_FALL_LAND
6,0.092966,0.017612,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1542142,,,,1,0->0:Exact,NONE
7,0.110578,0.015614,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1698282,,,,1,0->0:Exact,NONE
8,0.126192,0.017154,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1869823,,,,1,0->0:Exact,NONE
9,0.143347,0.013028,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2000099,,,,1,0->0:Exact,NONE
10,0.156374,0.016821,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.21683119,,,,1,0->0:Exact,NONE
11,0.173195,0.020326,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2371568,,,,1,0->0:Exact,NONE
