row,t,dt,event,cause,intentOn,targetGuid,opcode,swingTimerOwner,weaponSpeedMs,rangeEligibility,arcEligibility,clientAction,distance,bearingDelta,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,animChoice,detail
0,0.000000,0.000000,TraceStart,operator,false,0x0000000000000000,,server,,unchecked,unchecked,none,-1,,0,Stand,2.1078787,,,,0->0:Exact,server-authoritative swing timing; client range/arc gates absent
1,0.000000,0.000000,AttackSwingSend,network-session-send,false,0xF13000007900B1EF,CMSG_ATTACKSWING,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1183176,,,,0->0:Exact,CMSG_ATTACKSWING
2,0.000000,0.000000,IntentOn,user-start,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1183176,,,,0->0:Exact,local attack latch edge
3,0.017846,0.017846,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1361637,,,,0->0:Exact,none; server owns swing cadence
4,0.033241,0.015395,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1515589,,,,0->0:Exact,none; server owns swing cadence
5,0.050015,0.016773,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1683323,,,,0->0:Exact,none; server owns swing cadence
6,0.066692,0.016677,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1850095,,,,0->0:Exact,none; server owns swing cadence
7,0.066692,0.000000,AttackStartReceive,server,true,0xF13000007900B1EF,SMSG_ATTACKSTART,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1850095,,,,0->0:Exact,attacker=0x0000000000000001
8,0.066692,0.000000,AnimChoice,animator,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,0,Stand,2.1850095,,,,26->26:Exact,track=0 requested=26 played=26 kind=Exact base=0:Stand clipB= blendWeight=0
9,0.083415,0.016724,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.0167235,Stand,2.2017329,0.03451842,26->26:Exact,none; server owns swing cadence
10,0.099953,0.016538,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.033261,Stand,2.2182703,0.1257006,26->26:Exact,none; server owns swing cadence
11,0.117083,0.017130,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.0503907,Stand,2.2354,0.26273894,26->26:Exact,none; server owns swing cadence
12,0.133174,0.016092,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.0664825,Stand,2.2514918,0.41519123,26->26:Exact,none; server owns swing cadence
13,0.150114,0.016940,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.0834221,Stand,2.2684314,0.5838671,26->26:Exact,none; server owns swing cadence
14,0.166808,0.016694,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.1001159,Stand,2.2851253,0.7417704,26->26:Exact,none; server owns swing cadence
15,0.183917,0.017110,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.1172256,Stand,2.302235,0.8776407,26->26:Exact,none; server owns swing cadence
16,0.200065,0.016147,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.1333729,Stand,2.3183823,0.96586263,26->26:Exact,none; server owns swing cadence
17,0.217381,0.017316,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.1506889,,,,26->26:Exact,none; server owns swing cadence
18,0.233945,0.016564,Tick,live-sample,true,0xF13000007900B1EF,,server,,unchecked,unchecked,none,72.42237,-0.7993698,26,Ready1H,0.167253,,,,26->26:Exact,none; server owns swing cadence
