frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.019471,-8949.95,-132.493,83.519295,0,0,0,0,2.7459998,2.7459998,none,false,0,34.8889,0,Stand,0.17678311,,,,1,0->0:Exact,NONE
1,0.019471,0.006840,-8949.95,-132.493,83.518394,0,0,0,0,2.7459998,2.7459998,none,false,0,41.7291,0,Stand,0.18362331,,,,1,0->0:Exact,NONE
2,0.026311,0.019731,-8949.95,-132.493,83.51089,0,0,0,0,2.7459998,2.7459998,none,false,0,61.4597,0,Stand,0.20335391,,,,1,0->0:Exact,NONE
3,0.046042,0.013819,-8949.95,-132.493,83.5072,0,0,0,0,2.7459998,2.7459998,none,false,0,75.278404,0,Stand,0.21717261,,,,1,0->0:Exact,NONE
4,0.059861,0.016734,-8949.95,-132.493,83.5018,0,0,0,0,2.7459998,2.7459998,none,false,0,92.01221,0,Stand,0.2339064,,,,1,0->0:Exact,NONE
5,0.076594,0.018720,-8949.95,-132.493,83.49504,0,0,0,0,2.7459998,2.7459998,none,false,0,110.73221,0,Stand,0.2526264,,,,1,0->0:Exact,NONE
6,0.095314,0.017187,-8949.95,-132.493,83.48934,0,0,0,0,2.7459998,2.7459998,none,false,0,127.91961,0,Stand,0.26981378,,,,1,0->0:Exact,NONE
7,0.112502,0.015665,-8949.95,-132.493,83.48461,0,0,0,0,2.7459998,2.7459998,none,false,0,143.58461,0,Stand,0.28547877,,,,1,0->0:Exact,NONE
8,0.128167,0.016728,-8949.95,-132.493,83.47921,0,0,0,0,2.7459998,2.7459998,none,false,0,160.3126,0,Stand,0.30220678,,,,1,0->0:Exact,NONE
9,0.144895,0.016002,-8949.95,-132.493,83.47427,0,0,0,0,2.7459998,2.7459998,none,false,0,176.3144,0,Stand,0.31820858,,,,1,0->0:Exact,NONE
10,0.160896,0.016687,-8949.95,-132.493,83.4689,0,0,0,0,2.7459998,2.7459998,none,false,0,193.00171,40,Fall,0.0166873,Stand,0.33489588,0.03437513,1,40->40:Exact,NONE
11,0.177584,0.050000,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.05,Fall,0.0666873,0.25925922,1,39->39:Exact,MSG_MOVE_FALL_LAND
12,0.227584,0.002656,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.0526561,Fall,0.0693434,0.28317147,1,39->39:Exact,NONE
13,0.230240,0.010022,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.0626778,Fall,0.079365104,0.3778867,1,39->39:Exact,NONE
14,0.240262,0.016315,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.0789925,Fall,0.095679805,0.5398873,1,39->39:Exact,NONE
15,0.256576,0.017906,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.0968983,Fall,0.113585606,0.7127601,1,39->39:Exact,NONE
16,0.274482,0.015577,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.112475,Fall,0.12916231,0.8435624,1,39->39:Exact,NONE
17,0.290059,0.016709,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.1291838,Fall,0.14587112,0.9475699,1,39->39:Exact,NONE
18,0.306768,0.016617,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.14580029,Fall,0.16248763,0.9976922,1,39->39:Exact,NONE
19,0.323384,0.017782,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.16358219,,,,1,39->39:Exact,NONE
20,0.341166,0.016531,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.18011269,,,,1,39->39:Exact,NONE
21,0.357697,0.016844,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.19695699,,,,1,39->39:Exact,NONE
22,0.374541,0.016502,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.21345879,,,,1,39->39:Exact,NONE
23,0.391043,0.016746,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.23020439,,,,1,39->39:Exact,NONE
24,0.407788,0.016749,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.24695309,,,,1,39->39:Exact,NONE
25,0.424537,0.015633,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.2625858,,,,1,39->39:Exact,NONE
26,0.440170,0.018283,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.28086928,,,,1,39->39:Exact,NONE
27,0.458453,0.015046,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.29591477,,,,1,39->39:Exact,NONE
28,0.473499,0.018084,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.31399867,,,,1,39->39:Exact,NONE
29,0.491583,0.016875,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.33087406,,,,1,39->39:Exact,NONE
30,0.508458,0.016919,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.34779295,,,,1,39->39:Exact,NONE
31,0.525377,0.016287,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.36407995,,,,1,39->39:Exact,NONE
32,0.541664,0.016550,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.38063034,,,,1,39->39:Exact,NONE
33,0.558214,0.015461,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.39609113,,,,1,39->39:Exact,NONE
34,0.573675,0.017712,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.41380313,,,,1,39->39:Exact,NONE
35,0.591387,0.016590,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.43039304,,,,1,39->39:Exact,NONE
36,0.607977,0.015692,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.44608495,,,,1,39->39:Exact,NONE
37,0.623669,0.016548,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.46263325,,,,1,39->39:Exact,NONE
38,0.640217,0.017726,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.48035935,,,,1,39->39:Exact,NONE
39,0.657943,0.015744,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.49610314,,,,1,39->39:Exact,NONE
40,0.673687,0.017633,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.51373655,,,,1,39->39:Exact,NONE
41,0.691320,0.015701,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.5294371,,,,1,39->39:Exact,NONE
42,0.707021,0.016749,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.54618585,,,,1,39->39:Exact,NONE
43,0.723770,0.019935,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.56612116,,,,1,39->39:Exact,NONE
44,0.743705,0.014450,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.58057153,,,,1,39->39:Exact,NONE
45,0.758155,0.016625,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.5971968,,,,1,39->39:Exact,NONE
46,0.774781,0.016754,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.61395043,,,,1,39->39:Exact,NONE
47,0.791534,0.019712,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.6336628,,,,1,39->39:Exact,NONE
48,0.811247,0.012477,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.64613974,,,,1,39->39:Exact,NONE
49,0.823724,0.016644,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.66278344,,,,1,39->39:Exact,NONE
50,0.840367,0.016766,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.67954993,,,,1,39->39:Exact,NONE
51,0.857134,0.016690,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.69624025,,,,1,39->39:Exact,NONE
52,0.873824,0.016771,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.7130107,,,,1,39->39:Exact,NONE
53,0.890595,0.016731,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.72974205,,,,1,39->39:Exact,NONE
54,0.907326,0.020469,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.7502108,,,,1,39->39:Exact,NONE
55,0.927795,0.050000,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.80021083,,,,1,39->39:Exact,NONE
56,0.977795,0.005089,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.80530006,,,,1,39->39:Exact,NONE
57,0.982884,0.011226,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.8165265,,,,1,39->39:Exact,NONE
58,0.994110,0.016897,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.83342355,,,,1,39->39:Exact,NONE
59,1.011007,0.015328,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.84875154,,,,1,39->39:Exact,NONE
60,1.026335,0.016865,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.86561704,,,,1,39->39:Exact,NONE
61,1.043201,0.016382,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.88199914,,,,1,39->39:Exact,NONE
62,1.059583,0.016535,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.8985344,,,,1,39->39:Exact,NONE
63,1.076118,0.017212,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.9157467,,,,1,39->39:Exact,NONE
64,1.093331,0.015233,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.93097967,,,,1,39->39:Exact,NONE
65,1.108564,0.018027,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.9490068,,,,1,39->39:Exact,NONE
66,1.126591,0.016065,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.9650717,,,,1,39->39:Exact,NONE
67,1.142656,0.016920,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.98199207,,,,1,39->39:Exact,NONE
68,1.159576,0.017247,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,0.99923897,,,,1,39->39:Exact,NONE
69,1.176823,0.015218,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,39,JumpEnd,1.0144566,,,,1,39->39:Exact,NONE
70,1.192041,0.016499,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0164992,JumpEnd,1.0309558,0.004963815,1,0->0:Exact,NONE
71,1.208540,0.018920,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.035419703,JumpEnd,1.0498763,0.022134244,1,0->0:Exact,NONE
72,1.227460,0.015904,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.051323704,JumpEnd,1.0657803,0.045165002,1,0->0:Exact,NONE
73,1.243364,0.016338,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.067662,JumpEnd,1.0821186,0.07616007,1,0->0:Exact,NONE
74,1.259703,0.016651,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.0843133,JumpEnd,1.0987699,0.1145587,1,0->0:Exact,NONE
75,1.276354,0.016597,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.10091,JumpEnd,1.1153666,0.15881711,1,0->0:Exact,NONE
76,1.292951,0.016994,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.117903605,JumpEnd,1.1323602,0.20942962,1,0->0:Exact,NONE
77,1.309944,0.016754,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1346575,JumpEnd,1.1491141,0.26368415,1,0->0:Exact,NONE
