frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.021430,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1456217,,,,1,0->0:Exact,NONE
1,0.021430,0.010121,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.155743,,,,1,0->0:Exact,NONE
2,0.031551,0.015780,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1715225,,,,1,0->0:Exact,NONE
3,0.047331,0.018556,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.1900789,,,,1,0->0:Exact,NONE
4,0.065887,0.015271,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2053497,,,,1,0->0:Exact,NONE
5,0.081158,0.011506,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.21685539,,,,1,0->0:Exact,NONE
6,0.092664,0.021825,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2386805,,,,1,0->0:Exact,NONE
7,0.114489,0.011358,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2500384,,,,1,0->0:Exact,NONE
8,0.125847,0.016788,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2668261,,,,1,0->0:Exact,NONE
9,0.142634,0.019376,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.2862018,,,,1,0->0:Exact,NONE
10,0.162010,0.016817,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.3030185,,,,1,0->0:Exact,NONE
11,0.178827,0.016940,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.31995812,,,,1,0->0:Exact,NONE
12,0.195766,0.016456,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.3364143,,,,1,0->0:Exact,NONE
13,0.212223,0.016758,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.3531725,,,,1,0->0:Exact,NONE
14,0.228981,0.014865,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.36803722,,,,1,0->0:Exact,NONE
15,0.243846,0.018258,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.3862948,,,,1,0->0:Exact,NONE
16,0.262103,0.013885,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.4001801,,,,1,0->0:Exact,NONE
17,0.275988,0.016832,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.4170122,,,,1,0->0:Exact,NONE
18,0.292821,0.016586,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.43359873,,,,1,0->0:Exact,NONE
19,0.309407,0.018101,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.45169982,,,,1,0->0:Exact,NONE
20,0.327508,0.016916,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.46861562,,,,1,0->0:Exact,NONE
21,0.344424,0.016590,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.48520523,,,,1,0->0:Exact,NONE
22,0.361014,0.016951,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.50215596,,,,1,0->0:Exact,NONE
23,0.377964,0.016560,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.51871604,,,,1,0->0:Exact,NONE
24,0.394524,0.016351,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.53506666,,,,1,0->0:Exact,NONE
25,0.410875,0.016734,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.5518011,,,,1,0->0:Exact,NONE
26,0.427609,0.016754,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.5685549,,,,1,0->0:Exact,NONE
27,0.444363,0.017624,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.58617866,,,,1,0->0:Exact,NONE
28,0.461987,0.015752,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.60193056,,,,1,0->0:Exact,NONE
29,0.477739,0.015274,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.61720496,,,,1,0->0:Exact,NONE
30,0.493013,0.016625,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.6338302,,,,1,0->0:Exact,NONE
31,0.509638,0.016787,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.65061677,,,,1,0->0:Exact,NONE
32,0.526425,0.017241,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.66785765,,,,1,0->0:Exact,NONE
33,0.543666,0.017476,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.68533397,,,,1,0->0:Exact,NONE
34,0.561142,0.016793,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.70212686,,,,1,0->0:Exact,NONE
35,0.577935,0.017138,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.71926486,,,,1,0->0:Exact,NONE
36,0.595073,0.016257,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.73552215,,,,1,0->0:Exact,NONE
37,0.611330,0.016597,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.7521188,,,,1,0->0:Exact,NONE
38,0.627927,0.016684,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.7688031,,,,1,0->0:Exact,NONE
39,0.644611,0.015171,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.7839741,,,,1,0->0:Exact,NONE
40,0.659782,0.016671,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.800645,,,,1,0->0:Exact,NONE
41,0.676453,0.016763,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.8174083,,,,1,0->0:Exact,NONE
42,0.693217,0.016595,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.8340032,,,,1,0->0:Exact,NONE
43,0.709812,0.018069,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.8520721,,,,1,0->0:Exact,NONE
44,0.727880,0.016818,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.8688904,,,,1,0->0:Exact,NONE
45,0.744699,0.016834,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.885724,,,,1,0->0:Exact,NONE
46,0.761532,0.016518,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.9022416,,,,1,0->0:Exact,NONE
47,0.778050,0.016520,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.9187618,,,,1,0->0:Exact,NONE
48,0.794570,0.016733,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.93549436,,,,1,0->0:Exact,NONE
49,0.811303,0.015329,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.95082307,,,,1,0->0:Exact,NONE
50,0.826631,0.018196,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.9690186,,,,1,0->0:Exact,NONE
51,0.844827,0.015194,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.98421246,,,,1,0->0:Exact,NONE
52,0.860021,0.018510,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0027221,,,,1,0->0:Exact,NONE
53,0.878531,0.016578,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0193007,,,,1,0->0:Exact,NONE
54,0.895109,0.014904,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0342048,,,,1,0->0:Exact,NONE
55,0.910013,0.016800,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0510052,,,,1,0->0:Exact,NONE
56,0.926814,0.018370,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0693756,,,,1,0->0:Exact,NONE
57,0.945184,0.016230,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.0856055,,,,1,0->0:Exact,NONE
58,0.961414,0.016678,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.1022834,,,,1,0->0:Exact,NONE
59,0.978092,0.015253,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.117536,,,,1,0->0:Exact,NONE
60,0.993344,0.016775,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.1343112,,,,1,0->0:Exact,NONE
61,1.010120,0.016591,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.1509026,,,,1,0->0:Exact,NONE
62,1.026711,0.018096,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.1689988,,,,1,0->0:Exact,NONE
63,1.044807,0.016639,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.1856378,,,,1,0->0:Exact,NONE
64,1.061446,0.018669,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2043067,,,,1,0->0:Exact,NONE
65,1.080115,0.014728,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2190344,,,,1,0->0:Exact,NONE
66,1.094843,0.017150,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2361841,,,,1,0->0:Exact,NONE
67,1.111992,0.016361,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2525455,,,,1,0->0:Exact,NONE
68,1.128354,0.016849,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2693948,,,,1,0->0:Exact,NONE
69,1.145203,0.016889,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.2862839,,,,1,0->0:Exact,NONE
70,1.162092,0.016270,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3025538,,,,1,0->0:Exact,NONE
71,1.178362,0.016472,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3190255,,,,1,0->0:Exact,NONE
72,1.194834,0.016697,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3357224,,,,1,0->0:Exact,MSG_MOVE_FALL_LAND
73,1.211531,0.015487,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3512099,,,,1,0->0:Exact,NONE
74,1.227018,0.018464,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3696741,,,,1,0->0:Exact,NONE
75,1.245482,0.016205,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.3858786,,,,1,0->0:Exact,NONE
76,1.261687,0.016875,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.4027536,,,,1,0->0:Exact,NONE
77,1.278562,0.014889,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.417643,,,,1,0->0:Exact,NONE
78,1.293451,0.018139,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.4357816,,,,1,0->0:Exact,NONE
79,1.311590,0.016662,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.4524431,,,,1,0->0:Exact,NONE
80,1.328251,0.016947,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.4693905,,,,1,0->0:Exact,NONE
81,1.345199,0.016366,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.4857563,,,,1,0->0:Exact,NONE
82,1.361565,0.016694,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.5024505,,,,1,0->0:Exact,NONE
83,1.378259,0.016688,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.5191382,,,,1,0->0:Exact,NONE
84,1.394946,0.016997,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.536135,,,,1,0->0:Exact,NONE
85,1.411943,0.015213,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.5513476,,,,1,0->0:Exact,NONE
86,1.427156,0.017845,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.5691928,,,,1,0->0:Exact,NONE
87,1.445001,0.016832,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.5860243,,,,1,0->0:Exact,NONE
88,1.461832,0.016467,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6024914,,,,1,0->0:Exact,NONE
89,1.478299,0.015720,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6182116,,,,1,0->0:Exact,NONE
90,1.494020,0.018146,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6363578,,,,1,0->0:Exact,NONE
91,1.512166,0.016346,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6527042,,,,1,0->0:Exact,NONE
92,1.528512,0.017350,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6700542,,,,1,0->0:Exact,NONE
93,1.545862,0.015892,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.6859465,,,,1,0->0:Exact,NONE
94,1.561754,0.016825,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.7027714,,,,1,0->0:Exact,NONE
95,1.578579,0.024377,-8982.794,-154.47917,80.4765,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,1.7271483,,,,1,0->0:Exact,NONE
