frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.011059,-8949.95,-132.493,83.52341,0,0,0,0,2.7459998,2.7459998,none,false,0,27.8416,0,Stand,0.1862077,,,,1,0->0:Exact,NONE
1,0.011059,0.013905,-8949.95,-132.493,83.51968,0,0,0,0,2.7459998,2.7459998,none,false,0,41.7466,0,Stand,0.2001127,,,,1,0->0:Exact,NONE
2,0.024964,0.016691,-8949.95,-132.493,83.514305,0,0,0,0,2.7459998,2.7459998,none,false,0,58.4377,0,Stand,0.2168038,,,,1,0->0:Exact,NONE
3,0.041655,0.018066,-8949.95,-132.493,83.50801,0,0,0,0,2.7459998,2.7459998,none,false,0,76.504,0,Stand,0.2348701,,,,1,0->0:Exact,NONE
4,0.059721,0.016104,-8949.95,-132.493,83.503006,0,0,0,0,2.7459998,2.7459998,none,false,0,92.6081,0,Stand,0.2509742,,,,1,0->0:Exact,NONE
5,0.075826,0.016462,-8949.95,-132.493,83.49778,0,0,0,0,2.7459998,2.7459998,none,false,0,109.0705,0,Stand,0.26743662,,,,1,0->0:Exact,NONE
6,0.092288,0.018286,-8949.95,-132.493,83.49133,0,0,0,0,2.7459998,2.7459998,none,false,0,127.356606,0,Stand,0.28572273,,,,1,0->0:Exact,NONE
7,0.110574,0.016368,-8949.95,-132.493,83.48617,0,0,0,0,2.7459998,2.7459998,none,false,0,143.7245,0,Stand,0.30209064,,,,1,0->0:Exact,NONE
8,0.126942,0.015715,-8949.95,-132.493,83.48141,0,0,0,0,2.7459998,2.7459998,none,false,0,159.4393,0,Stand,0.31780544,,,,1,0->0:Exact,NONE
9,0.142657,0.017272,-8949.95,-132.493,83.475655,0,0,0,0,2.7459998,2.7459998,none,false,0,176.7115,0,Stand,0.33507764,,,,1,0->0:Exact,NONE
10,0.159929,0.050000,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.38507766,,,,1,0->0:Exact,MSG_MOVE_FALL_LAND
11,0.209929,0.002505,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.38758275,,,,1,0->0:Exact,NONE
12,0.212434,0.008215,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.39579806,,,,1,0->0:Exact,NONE
13,0.220649,0.016709,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.41250685,,,,1,0->0:Exact,NONE
14,0.237358,0.017834,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.43034136,,,,1,0->0:Exact,NONE
15,0.255193,0.015971,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.44631276,,,,1,0->0:Exact,NONE
16,0.271164,0.016157,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.46246925,,,,1,0->0:Exact,NONE
17,0.287321,0.021072,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.48354104,,,,1,0->0:Exact,NONE
18,0.308392,0.013700,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.49724093,,,,1,0->0:Exact,NONE
19,0.322092,0.016715,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.51395625,,,,1,0->0:Exact,NONE
20,0.338807,0.017055,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.53101075,,,,1,0->0:Exact,NONE
21,0.355862,0.016550,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.5475606,,,,1,0->0:Exact,NONE
22,0.372412,0.016712,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.56427246,,,,1,0->0:Exact,NONE
23,0.389124,0.016926,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.58119804,,,,1,0->0:Exact,NONE
24,0.406049,0.014759,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.5959566,,,,1,0->0:Exact,NONE
25,0.420808,0.018183,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.6141395,,,,1,0->0:Exact,NONE
26,0.438991,0.015039,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.6291784,,,,1,0->0:Exact,NONE
27,0.454030,0.018294,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.647472,,,,1,0->0:Exact,NONE
28,0.472323,0.016591,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.66406274,,,,1,0->0:Exact,NONE
29,0.488914,0.016657,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.6807193,,,,1,0->0:Exact,NONE
30,0.505571,0.017127,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.6978461,,,,1,0->0:Exact,NONE
31,0.522697,0.016365,-8949.95,-132.493,83.529526,0,0,0,0,2.7459998,2.7459998,none,true,0,0,0,Stand,0.7142111,,,,1,0->0:Exact,NONE
