frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
155,2.583333,0.016667,-8937.153,-145.36128,83.05751,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.6207995,1.008,5->5:Exact,NONE
156,2.600000,0.016667,-8937.071,-145.44377,83.046425,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.6375995,1.008,5->5:Exact,NONE
157,2.616667,0.016667,-8936.989,-145.52626,83.03531,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.6543994,1.008,5->5:Exact,NONE
158,2.633333,0.016667,-8936.907,-145.60875,83.02419,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.6711993,1.008,5->5:Exact,NONE
159,2.650000,0.016667,-8936.825,-145.69124,83.01305,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.6879992,1.008,5->5:Exact,NONE
160,2.666667,0.016667,-8936.743,-145.77373,83.0019,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.7047992,1.008,5->5:Exact,NONE
161,2.683333,0.016667,-8936.661,-145.85622,82.99038,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.721599,1.008,5->5:Exact,NONE
162,2.700000,0.016667,-8936.579,-145.9387,82.97809,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.738399,1.008,5->5:Exact,NONE
163,2.716667,0.016667,-8936.497,-146.0212,82.965965,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.755199,1.008,5->5:Exact,NONE
164,2.733333,0.016667,-8936.415,-146.10368,82.95399,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.771999,1.008,5->5:Exact,NONE
165,2.750000,0.016667,-8936.333,-146.18617,82.94217,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.7887988,1.008,5->5:Exact,NONE
166,2.766667,0.016667,-8936.251,-146.26866,82.93051,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8055987,1.008,5->5:Exact,NONE
167,2.783333,0.016667,-8936.169,-146.35115,82.919014,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8223987,1.008,5->5:Exact,NONE
168,2.800000,0.016667,-8936.087,-146.43364,82.90767,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8391986,1.008,5->5:Exact,NONE
169,2.816667,0.016667,-8936.005,-146.51613,82.89649,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8559985,1.008,5->5:Exact,NONE
170,2.833333,0.016667,-8935.923,-146.59862,82.88546,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8727984,1.008,5->5:Exact,NONE
171,2.850000,0.016667,-8935.841,-146.6811,82.874596,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.8895984,1.008,5->5:Exact,NONE
172,2.866667,0.016667,-8935.759,-146.7636,82.8639,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.9063983,1.008,5->5:Exact,NONE
173,2.883333,0.016667,-8935.677,-146.84608,82.85334,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.9231982,1.008,5->5:Exact,NONE
174,2.900000,0.016667,-8935.595,-146.92857,82.84295,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.9399981,1.008,5->5:Exact,NONE
175,2.916667,0.016667,-8935.513,-147.01106,82.83271,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.956798,1.008,5->5:Exact,NONE
176,2.933333,0.016667,-8935.431,-147.09355,82.82264,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.973598,1.008,5->5:Exact,NONE
177,2.950000,0.016667,-8935.349,-147.17604,82.81273,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,2.990398,1.008,5->5:Exact,NONE
178,2.966667,0.016667,-8935.267,-147.25853,82.802956,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,3.0071979,1.008,5->5:Exact,NONE
179,2.983333,0.016667,-8935.185,-147.34102,82.793365,0,0,0,7,0,-0.78539705,fwd|strafeR,true,0,0,5,Run,3.0239978,1.008,5->5:Exact,NONE
180,3.000000,0.016667,-8935.237,-147.39406,82.79153,0,0,0,4.5,0,-0.3927164,back|strafeR,true,0,0,13,WalkBackwards,0.56373,1.8,13->13:Exact,NONE
181,3.016667,0.016667,-8935.29,-147.4471,82.78962,0,0,0,4.5,0,-0.098201275,back|strafeR,true,0,0,13,WalkBackwards,0.59373,1.8,13->13:Exact,NONE
182,3.033333,0.016667,-8935.343,-147.50014,82.78765,0,0,0,4.5,0,0.12268829,back|strafeR,true,0,0,13,WalkBackwards,0.62372994,1.8,13->13:Exact,NONE
183,3.050000,0.016667,-8935.3955,-147.55318,82.785614,0,0,0,4.5,0,0.2883582,back|strafeR,true,0,0,13,WalkBackwards,0.6537299,1.8,13->13:Exact,NONE
184,3.066667,0.016667,-8935.448,-147.60622,82.78351,0,0,0,4.5,0,0.41261244,back|strafeR,true,0,0,13,WalkBackwards,0.6837299,1.8,13->13:Exact,NONE
185,3.083333,0.016667,-8935.501,-147.65926,82.78134,0,0,0,4.5,0,0.50580454,back|strafeR,true,0,0,13,WalkBackwards,0.71372986,1.8,13->13:Exact,NONE
186,3.100000,0.016667,-8935.554,-147.7123,82.77911,0,0,0,4.5,0,0.5756998,back|strafeR,true,0,0,13,WalkBackwards,0.7437298,1.8,13->13:Exact,NONE
187,3.116667,0.016667,-8935.606,-147.76534,82.77681,0,0,0,4.5,0,0.62812185,back|strafeR,true,0,0,13,WalkBackwards,0.7737298,1.8,13->13:Exact,NONE
188,3.133333,0.016667,-8935.659,-147.81837,82.77445,0,0,0,4.5,0,0.667439,back|strafeR,true,0,0,13,WalkBackwards,0.8037298,1.8,13->13:Exact,NONE
189,3.150000,0.016667,-8935.712,-147.87141,82.772026,0,0,0,4.5,0,0.69692755,back|strafeR,true,0,0,13,WalkBackwards,0.83372974,1.8,13->13:Exact,NONE
190,3.166667,0.016667,-8935.765,-147.92445,82.76953,0,0,0,4.5,0,0.7190442,back|strafeR,true,0,0,13,WalkBackwards,0.8637297,1.8,13->13:Exact,NONE
191,3.183333,0.016667,-8935.817,-147.9775,82.76697,0,0,0,4.5,0,0.73563194,back|strafeR,true,0,0,13,WalkBackwards,0.8937297,1.8,13->13:Exact,NONE
192,3.200000,0.016667,-8935.87,-148.03053,82.76434,0,0,0,4.5,0,0.7480731,back|strafeR,true,0,0,13,WalkBackwards,0.92372966,1.8,13->13:Exact,NONE
193,3.216667,0.016667,-8935.923,-148.08357,82.76166,0,0,0,4.5,0,0.75740385,back|strafeR,true,0,0,13,WalkBackwards,0.9537296,1.8,13->13:Exact,NONE
194,3.233334,0.016667,-8935.976,-148.13661,82.758896,0,0,0,4.5,0,0.7644019,back|strafeR,true,0,0,13,WalkBackwards,0.9837296,1.8,13->13:Exact,NONE
195,3.250000,0.016667,-8936.028,-148.18965,82.75608,0,0,0,4.5,0,0.76965094,back|strafeR,true,0,0,13,WalkBackwards,1.0137296,1.8,13->13:Exact,NONE
196,3.266667,0.016667,-8936.081,-148.24269,82.75319,0,0,0,4.5,0,0.7735877,back|strafeR,true,0,0,13,WalkBackwards,1.0437295,1.8,13->13:Exact,NONE
197,3.283334,0.016667,-8936.134,-148.29573,82.750244,0,0,0,4.5,0,0.7765403,back|strafeR,true,0,0,13,WalkBackwards,1.0737295,1.8,13->13:Exact,NONE
198,3.300000,0.016667,-8936.187,-148.34877,82.74723,0,0,0,4.5,0,0.7787547,back|strafeR,true,0,0,13,WalkBackwards,1.1037295,1.8,13->13:Exact,NONE
199,3.316667,0.016667,-8936.239,-148.40181,82.74414,0,0,0,4.5,0,0.78041553,back|strafeR,true,0,0,13,WalkBackwards,1.1337295,1.8,13->13:Exact,NONE
200,3.333334,0.016667,-8936.292,-148.45485,82.741,0,0,0,4.5,0,0.78166103,back|strafeR,true,0,0,13,WalkBackwards,1.1637294,1.8,13->13:Exact,NONE
201,3.350000,0.016667,-8936.345,-148.50789,82.73778,0,0,0,4.5,0,0.78259516,back|strafeR,true,0,0,13,WalkBackwards,1.1937294,1.8,13->13:Exact,NONE
202,3.366667,0.016667,-8936.397,-148.56093,82.734505,0,0,0,4.5,0,0.78329563,back|strafeR,true,0,0,13,WalkBackwards,1.2237294,1.8,13->13:Exact,NONE
203,3.383334,0.016667,-8936.45,-148.61397,82.731155,0,0,0,4.5,0,0.7838211,back|strafeR,true,0,0,13,WalkBackwards,1.2537293,1.8,13->13:Exact,NONE
204,3.400000,0.016667,-8936.503,-148.667,82.72775,0,0,0,4.5,0,0.78421545,back|strafeR,true,0,0,13,WalkBackwards,1.2837293,1.8,13->13:Exact,NONE
205,3.416667,0.016667,-8936.556,-148.72005,82.72427,0,0,0,4.5,0,0.7845111,back|strafeR,true,0,0,13,WalkBackwards,1.3137293,1.8,13->13:Exact,NONE
206,3.433334,0.016667,-8936.608,-148.77309,82.72073,0,0,0,4.5,0,0.7847328,back|strafeR,true,0,0,13,WalkBackwards,1.3437293,1.8,13->13:Exact,NONE
207,3.450000,0.016667,-8936.661,-148.82613,82.717125,0,0,0,4.5,0,0.78489923,back|strafeR,true,0,0,13,WalkBackwards,1.3737292,1.8,13->13:Exact,NONE
208,3.466667,0.016667,-8936.714,-148.87917,82.713455,0,0,0,4.5,0,0.78502417,back|strafeR,true,0,0,13,WalkBackwards,1.4037292,1.8,13->13:Exact,NONE
209,3.483334,0.016667,-8936.767,-148.9322,82.709724,0,0,0,4.5,0,0.7851176,back|strafeR,true,0,0,13,WalkBackwards,1.4337292,1.8,13->13:Exact,NONE
210,3.500000,0.016667,-8936.819,-148.98524,82.70592,0,0,0,4.5,0,0.7851877,back|strafeR,true,0,0,13,WalkBackwards,1.4637291,1.8,13->13:Exact,NONE
211,3.516667,0.016667,-8936.872,-149.03828,82.70205,0,0,0,4.5,0,0.7852402,back|strafeR,true,0,0,13,WalkBackwards,1.4937291,1.8,13->13:Exact,NONE
212,3.533334,0.016667,-8936.925,-149.09132,82.69812,0,0,0,4.5,0,0.78527975,back|strafeR,true,0,0,13,WalkBackwards,1.5237291,1.8,13->13:Exact,NONE
213,3.550000,0.016667,-8936.978,-149.14436,82.69412,0,0,0,4.5,0,0.7853093,back|strafeR,true,0,0,13,WalkBackwards,1.553729,1.8,13->13:Exact,NONE
214,3.566667,0.016667,-8937.03,-149.1974,82.690056,0,0,0,4.5,0,0.78533125,back|strafeR,true,0,0,13,WalkBackwards,1.583729,1.8,13->13:Exact,NONE
215,3.583334,0.016667,-8937.083,-149.25044,82.68593,0,0,0,4.5,0,0.78534794,back|strafeR,true,0,0,13,WalkBackwards,1.613729,1.8,13->13:Exact,NONE
216,3.600000,0.016667,-8937.136,-149.30348,82.68173,0,0,0,4.5,0,0.78536034,back|strafeR,true,0,0,13,WalkBackwards,1.643729,1.8,13->13:Exact,NONE
217,3.616667,0.016667,-8937.188,-149.35652,82.677475,0,0,0,4.5,0,0.7853699,back|strafeR,true,0,0,13,WalkBackwards,1.673729,1.8,13->13:Exact,NONE
218,3.633334,0.016667,-8937.241,-149.40956,82.67316,0,0,0,4.5,0,0.785377,back|strafeR,true,0,0,13,WalkBackwards,1.7037289,1.8,13->13:Exact,NONE
219,3.650000,0.016667,-8937.294,-149.4626,82.66876,0,0,0,4.5,0,0.7853823,back|strafeR,true,0,0,13,WalkBackwards,1.7337289,1.8,13->13:Exact,NONE
220,3.666667,0.016667,-8937.347,-149.51564,82.66431,0,0,0,4.5,0,0.7853861,back|strafeR,true,0,0,13,WalkBackwards,1.7637289,1.8,13->13:Exact,NONE
221,3.683334,0.016667,-8937.399,-149.56868,82.659775,0,0,0,4.5,0,0.78538895,back|strafeR,true,0,0,13,WalkBackwards,1.7937288,1.8,13->13:Exact,NONE
222,3.700000,0.016667,-8937.452,-149.62172,82.65519,0,0,0,4.5,0,0.78539133,back|strafeR,true,0,0,13,WalkBackwards,1.8237288,1.8,13->13:Exact,NONE
223,3.716667,0.016667,-8937.505,-149.67476,82.650604,0,0,0,4.5,0,0.78539324,back|strafeR,true,0,0,13,WalkBackwards,1.8537288,1.8,13->13:Exact,NONE
224,3.733334,0.016667,-8937.558,-149.7278,82.64655,0,0,0,4.5,0,0.7853942,back|strafeR,true,0,0,13,WalkBackwards,1.8837287,1.8,13->13:Exact,NONE
225,3.750000,0.016667,-8937.61,-149.78084,82.642494,0,0,0,4.5,0,0.78539515,back|strafeR,true,0,0,13,WalkBackwards,1.9137287,1.8,13->13:Exact,NONE
226,3.766667,0.016667,-8937.663,-149.83388,82.63843,0,0,0,4.5,0,0.7853961,back|strafeR,true,0,0,13,WalkBackwards,1.9437287,1.8,13->13:Exact,NONE
227,3.783334,0.016667,-8937.716,-149.88692,82.63436,0,0,0,4.5,0,0.7853966,back|strafeR,true,0,0,13,WalkBackwards,1.9737287,1.8,13->13:Exact,NONE
228,3.800000,0.016667,-8937.769,-149.93996,82.630264,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.0037286,1.8,13->13:Exact,NONE
229,3.816667,0.016667,-8937.821,-149.993,82.62618,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.0337286,1.8,13->13:Exact,NONE
230,3.833334,0.016667,-8937.874,-150.04604,82.61854,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.0637286,1.8,13->13:Exact,NONE
231,3.850000,0.016667,-8937.927,-150.09908,82.61047,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.0937285,1.8,13->13:Exact,NONE
232,3.866667,0.016667,-8937.9795,-150.15211,82.60249,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.1237285,1.8,13->13:Exact,NONE
233,3.883334,0.016667,-8938.032,-150.20515,82.594604,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.1537285,1.8,13->13:Exact,NONE
234,3.900000,0.016667,-8938.085,-150.2582,82.58683,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.1837285,1.8,13->13:Exact,NONE
235,3.916667,0.016667,-8938.138,-150.31123,82.57915,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.2137284,1.8,13->13:Exact,NONE
236,3.933334,0.016667,-8938.19,-150.36427,82.57156,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.2437284,1.8,13->13:Exact,NONE
237,3.950000,0.016667,-8938.243,-150.41731,82.564095,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.2737284,1.8,13->13:Exact,NONE
238,3.966667,0.016667,-8938.296,-150.47035,82.5567,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.3037283,1.8,13->13:Exact,NONE
239,3.983334,0.016667,-8938.349,-150.52339,82.54942,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.3337283,1.8,13->13:Exact,NONE
240,4.000000,0.016667,-8938.401,-150.57643,82.542244,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.3637283,1.8,13->13:Exact,NONE
241,4.016667,0.016667,-8938.454,-150.62947,82.53515,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.3937283,1.8,13->13:Exact,NONE
242,4.033334,0.016667,-8938.507,-150.68251,82.52817,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.4237282,1.8,13->13:Exact,NONE
243,4.050000,0.016667,-8938.56,-150.73555,82.52128,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.4537282,1.8,13->13:Exact,NONE
244,4.066667,0.016667,-8938.612,-150.78859,82.5145,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.4837282,1.8,13->13:Exact,NONE
245,4.083334,0.016667,-8938.665,-150.84163,82.50781,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.5137281,1.8,13->13:Exact,NONE
246,4.100000,0.016667,-8938.718,-150.89467,82.50123,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.543728,1.8,13->13:Exact,NONE
247,4.116667,0.016667,-8938.7705,-150.94771,82.494736,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.573728,1.8,13->13:Exact,NONE
248,4.133334,0.016667,-8938.823,-151.00075,82.48834,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.603728,1.8,13->13:Exact,NONE
249,4.150000,0.016667,-8938.876,-151.05379,82.482056,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.633728,1.8,13->13:Exact,NONE
250,4.166667,0.016667,-8938.929,-151.10683,82.47587,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.663728,1.8,13->13:Exact,NONE
251,4.183334,0.016667,-8938.981,-151.15987,82.46978,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.693728,1.8,13->13:Exact,NONE
252,4.200000,0.016667,-8939.034,-151.2129,82.46378,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.723728,1.8,13->13:Exact,NONE
253,4.216667,0.016667,-8939.087,-151.26595,82.45789,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.753728,1.8,13->13:Exact,NONE
254,4.233334,0.016667,-8939.14,-151.31898,82.452095,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.783728,1.8,13->13:Exact,NONE
255,4.250000,0.016667,-8939.192,-151.37202,82.4464,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.8137279,1.8,13->13:Exact,NONE
256,4.266667,0.016667,-8939.245,-151.42506,82.44081,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.8437278,1.8,13->13:Exact,NONE
257,4.283334,0.016667,-8939.298,-151.4781,82.43532,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.8737278,1.8,13->13:Exact,NONE
258,4.300000,0.016667,-8939.351,-151.53114,82.42992,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.9037278,1.8,13->13:Exact,NONE
259,4.316667,0.016667,-8939.403,-151.58418,82.42462,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.9337277,1.8,13->13:Exact,NONE
260,4.333334,0.016667,-8939.456,-151.63722,82.419426,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.9637277,1.8,13->13:Exact,NONE
261,4.350000,0.016667,-8939.509,-151.69026,82.41434,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,2.9937277,1.8,13->13:Exact,NONE
262,4.366667,0.016667,-8939.562,-151.7433,82.40933,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.0237277,1.8,13->13:Exact,NONE
263,4.383334,0.016667,-8939.614,-151.79634,82.404434,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.0537276,1.8,13->13:Exact,NONE
264,4.400000,0.016667,-8939.667,-151.84938,82.39963,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.0837276,1.8,13->13:Exact,NONE
265,4.416667,0.016667,-8939.72,-151.90242,82.394936,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.1137276,1.8,13->13:Exact,NONE
266,4.433334,0.016667,-8939.772,-151.95546,82.390335,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.1437275,1.8,13->13:Exact,NONE
267,4.450000,0.016667,-8939.825,-152.0085,82.38583,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.1737275,1.8,13->13:Exact,NONE
268,4.466667,0.016667,-8939.878,-152.06154,82.381424,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.2037275,1.8,13->13:Exact,NONE
269,4.483334,0.016667,-8939.931,-152.11458,82.37712,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.2337275,1.8,13->13:Exact,NONE
270,4.500000,0.016667,-8939.983,-152.16762,82.372925,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.2637274,1.8,13->13:Exact,NONE
271,4.516667,0.016667,-8940.036,-152.22066,82.36881,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.2937274,1.8,13->13:Exact,NONE
272,4.533334,0.016667,-8940.089,-152.2737,82.36481,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.3237274,1.8,13->13:Exact,NONE
273,4.550000,0.016667,-8940.142,-152.32674,82.3609,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.3537273,1.8,13->13:Exact,NONE
274,4.566667,0.016667,-8940.194,-152.37978,82.3571,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.3837273,1.8,13->13:Exact,NONE
275,4.583334,0.016667,-8940.247,-152.43282,82.35339,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.4137273,1.8,13->13:Exact,NONE
276,4.600000,0.016667,-8940.3,-152.48586,82.349785,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.4437273,1.8,13->13:Exact,NONE
277,4.616667,0.016667,-8940.353,-152.5389,82.346275,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.4737272,1.8,13->13:Exact,NONE
278,4.633334,0.016667,-8940.405,-152.59193,82.342865,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.5037272,1.8,13->13:Exact,NONE
279,4.650000,0.016667,-8940.458,-152.64497,82.339554,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.5337272,1.8,13->13:Exact,NONE
280,4.666667,0.016667,-8940.511,-152.69801,82.33635,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.5637271,1.8,13->13:Exact,NONE
281,4.683334,0.016667,-8940.563,-152.75105,82.33324,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.593727,1.8,13->13:Exact,NONE
282,4.700000,0.016667,-8940.616,-152.8041,82.33022,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.623727,1.8,13->13:Exact,NONE
283,4.716667,0.016667,-8940.669,-152.85713,82.32732,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.653727,1.8,13->13:Exact,NONE
284,4.733334,0.016667,-8940.722,-152.91017,82.3245,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.683727,1.8,13->13:Exact,NONE
285,4.750000,0.016667,-8940.774,-152.96321,82.32179,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.713727,1.8,13->13:Exact,NONE
286,4.766667,0.016667,-8940.827,-153.01625,82.319176,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.743727,1.8,13->13:Exact,NONE
287,4.783334,0.016667,-8940.88,-153.06929,82.316666,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.773727,1.8,13->13:Exact,NONE
288,4.800000,0.016667,-8940.933,-153.12233,82.31424,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.803727,1.8,13->13:Exact,NONE
289,4.816667,0.016667,-8940.985,-153.17537,82.31193,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.833727,1.8,13->13:Exact,NONE
290,4.833334,0.016667,-8941.038,-153.22841,82.30971,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.8637269,1.8,13->13:Exact,NONE
291,4.850000,0.016667,-8941.091,-153.28145,82.307594,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.8937268,1.8,13->13:Exact,NONE
292,4.866667,0.016667,-8941.144,-153.33449,82.30557,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.9237268,1.8,13->13:Exact,NONE
293,4.883334,0.016667,-8941.196,-153.38753,82.30365,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.9537268,1.8,13->13:Exact,NONE
294,4.900000,0.016667,-8941.249,-153.44057,82.301834,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,3.9837267,1.8,13->13:Exact,NONE
295,4.916667,0.016667,-8941.302,-153.4936,82.30011,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.0137267,1.8,13->13:Exact,NONE
296,4.933334,0.016667,-8941.3545,-153.54665,82.2985,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.043727,1.8,13->13:Exact,NONE
297,4.950000,0.016667,-8941.407,-153.59969,82.296974,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.073727,1.8,13->13:Exact,NONE
298,4.966667,0.016667,-8941.46,-153.65273,82.29555,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.1037273,1.8,13->13:Exact,NONE
299,4.983334,0.016667,-8941.513,-153.70576,82.29423,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.1337276,1.8,13->13:Exact,NONE
300,5.000000,0.016667,-8941.565,-153.7588,82.29301,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.1637278,1.8,13->13:Exact,NONE
301,5.016667,0.016667,-8941.618,-153.81184,82.29188,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.193728,1.8,13->13:Exact,NONE
302,5.033334,0.016667,-8941.671,-153.86488,82.29048,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.223728,1.8,13->13:Exact,NONE
303,5.050000,0.016667,-8941.724,-153.91792,82.28521,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.2537284,1.8,13->13:Exact,NONE
304,5.066667,0.016667,-8941.776,-153.97096,82.279976,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.2837286,1.8,13->13:Exact,NONE
305,5.083334,0.016667,-8941.829,-154.024,82.27478,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.313729,1.8,13->13:Exact,NONE
306,5.100000,0.016667,-8941.882,-154.07704,82.26962,0,0,0,4.5,0,0.78539705,back|strafeR,true,0,0,13,WalkBackwards,4.343729,1.8,13->13:Exact,NONE
