frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.21666667,1,0->0:Exact,NONE
1,0.016667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.23333333,1,0->0:Exact,NONE
2,0.033333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.25,1,0->0:Exact,NONE
3,0.050000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.26666668,1,0->0:Exact,NONE
4,0.066667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.28333336,1,0->0:Exact,NONE
5,0.083333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.30000004,1,0->0:Exact,NONE
6,0.100000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.31666672,1,0->0:Exact,NONE
7,0.116667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.3333334,1,0->0:Exact,NONE
8,0.133333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.35000008,1,0->0:Exact,NONE
9,0.150000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.36666676,1,0->0:Exact,NONE
10,0.166667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.38333344,1,0->0:Exact,NONE
11,0.183333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.40000013,1,0->0:Exact,NONE
12,0.200000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4166668,1,0->0:Exact,NONE
13,0.216667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4333335,1,0->0:Exact,NONE
14,0.233333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.45000017,1,0->0:Exact,NONE
15,0.250000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.46666685,1,0->0:Exact,NONE
16,0.266667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.48333353,1,0->0:Exact,NONE
17,0.283333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.5000002,1,0->0:Exact,NONE
18,0.300000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.5166668,1,0->0:Exact,NONE
19,0.316667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.5333335,1,0->0:Exact,NONE
20,0.333333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.55000013,1,0->0:Exact,NONE
21,0.350000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.5666668,1,0->0:Exact,NONE
22,0.366667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.58333343,1,0->0:Exact,NONE
23,0.383333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.6000001,1,0->0:Exact,NONE
24,0.400000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.61666673,1,0->0:Exact,NONE
25,0.416667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.6333334,1,0->0:Exact,NONE
26,0.433333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.65000004,1,0->0:Exact,NONE
27,0.450000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.6666667,1,0->0:Exact,NONE
28,0.466667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.68333334,1,0->0:Exact,NONE
29,0.483333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.7,1,0->0:Exact,NONE
30,0.500000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.71666664,1,0->0:Exact,NONE
31,0.516667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.7333333,1,0->0:Exact,NONE
32,0.533333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.74999994,1,0->0:Exact,NONE
33,0.550000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.7666666,1,0->0:Exact,NONE
34,0.566667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.78333324,1,0->0:Exact,NONE
35,0.583333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.7999999,1,0->0:Exact,NONE
36,0.600000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.81666654,1,0->0:Exact,NONE
37,0.616667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.8333332,1,0->0:Exact,NONE
38,0.633333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.84999985,1,0->0:Exact,NONE
39,0.650000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.8666665,1,0->0:Exact,NONE
40,0.666667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.88333315,1,0->0:Exact,NONE
41,0.683333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.8999998,1,0->0:Exact,NONE
42,0.700000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.91666645,1,0->0:Exact,NONE
43,0.716667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.9333331,1,0->0:Exact,NONE
44,0.733333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.94999975,1,0->0:Exact,NONE
45,0.750000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.9666664,1,0->0:Exact,NONE
46,0.766667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.98333305,1,0->0:Exact,NONE
47,0.783333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.9999997,1,0->0:Exact,NONE
48,0.800000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,1.0166664,1,0->0:Exact,NONE
49,0.816667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,1.0333331,1,0->0:Exact,NONE
50,0.833333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,1.0499997,1,0->0:Exact,NONE
51,0.850000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,1.0666664,1,0->0:Exact,NONE
52,0.866667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,1.083333,1,0->0:Exact,NONE
