frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,playbackRate,lastAnimChoice,wireSentThisTick
72,1.200000,0.016667,-8955.439,-132.493,83.11023,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.1899984,1.8,13->13:Exact,NONE
73,1.216667,0.016667,-8955.515,-132.493,83.10393,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.2199984,1.8,13->13:Exact,NONE
74,1.233333,0.016667,-8955.59,-132.493,83.09764,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.2499983,1.8,13->13:Exact,NONE
75,1.250000,0.016667,-8955.665,-132.493,83.09134,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.2799983,1.8,13->13:Exact,NONE
76,1.266667,0.016667,-8955.74,-132.493,83.08504,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.3099983,1.8,13->13:Exact,NONE
77,1.283333,0.016667,-8955.815,-132.493,83.07874,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.3399982,1.8,13->13:Exact,NONE
78,1.300000,0.016667,-8955.891,-132.493,83.07245,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.3699982,1.8,13->13:Exact,NONE
79,1.316667,0.016667,-8955.966,-132.493,83.06615,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.3999982,1.8,13->13:Exact,NONE
80,1.333333,0.016667,-8956.041,-132.493,83.059845,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.4299982,1.8,13->13:Exact,NONE
81,1.350000,0.016667,-8956.116,-132.493,83.05356,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.4599981,1.8,13->13:Exact,NONE
82,1.366667,0.016667,-8956.191,-132.493,83.04726,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.489998,1.8,13->13:Exact,NONE
83,1.383333,0.016667,-8956.267,-132.493,83.04096,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.519998,1.8,13->13:Exact,NONE
84,1.400000,0.016667,-8956.342,-132.493,83.03467,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.549998,1.8,13->13:Exact,NONE
85,1.416667,0.016667,-8956.417,-132.493,83.028366,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.579998,1.8,13->13:Exact,NONE
86,1.433333,0.016667,-8956.492,-132.493,83.02207,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.609998,1.8,13->13:Exact,NONE
87,1.450000,0.016667,-8956.567,-132.493,83.01578,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.639998,1.8,13->13:Exact,NONE
88,1.466667,0.016667,-8956.643,-132.493,83.009476,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.669998,1.8,13->13:Exact,NONE
89,1.483333,0.016667,-8956.718,-132.493,83.003174,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.699998,1.8,13->13:Exact,NONE
90,1.500000,0.016667,-8956.793,-132.493,82.99688,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.7299979,1.8,13->13:Exact,NONE
91,1.516667,0.016667,-8956.868,-132.493,82.990585,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.7599978,1.8,13->13:Exact,NONE
92,1.533333,0.016667,-8956.943,-132.493,82.98428,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.7899978,1.8,13->13:Exact,NONE
93,1.550000,0.016667,-8957.019,-132.493,82.97799,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.8199978,1.8,13->13:Exact,NONE
94,1.566667,0.016667,-8957.094,-132.493,82.971695,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.8499978,1.8,13->13:Exact,NONE
95,1.583333,0.016667,-8957.169,-132.493,82.96539,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.8799977,1.8,13->13:Exact,NONE
96,1.600000,0.016667,-8957.244,-132.493,82.95909,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.9099977,1.8,13->13:Exact,NONE
97,1.616667,0.016667,-8957.319,-132.493,82.952805,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.9399977,1.8,13->13:Exact,NONE
98,1.633333,0.016667,-8957.395,-132.493,82.9465,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.9699976,1.8,13->13:Exact,NONE
99,1.650000,0.016667,-8957.47,-132.493,82.9402,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,2.9999976,1.8,13->13:Exact,NONE
100,1.666667,0.016667,-8957.545,-132.493,82.93391,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.0299976,1.8,13->13:Exact,NONE
101,1.683333,0.016667,-8957.62,-132.493,82.92761,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.0599976,1.8,13->13:Exact,NONE
102,1.700000,0.016667,-8957.695,-132.493,82.92131,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.0899975,1.8,13->13:Exact,NONE
103,1.716667,0.016667,-8957.7705,-132.493,82.915016,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.1199975,1.8,13->13:Exact,NONE
104,1.733333,0.016667,-8957.846,-132.493,82.90872,0,0,0,4.5,0,0,back,true,0,0,13,WalkBackwards,3.1499975,1.8,13->13:Exact,NONE
