frame,t,dt,posX,posY,posZ,velX,velY,velZ,horizSpeed,aimYaw,bodyYaw,inputFlags,grounded,verticalVel,fallTimeMs,clipId,clipName,clipTime,clipB,clipBTime,blendWeight,playbackRate,lastAnimChoice,wireSentThisTick
0,0.000000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.016666668,,,,1,0->0:Exact,NONE
1,0.016667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.033333335,,,,1,0->0:Exact,NONE
2,0.033333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.050000004,,,,1,0->0:Exact,NONE
3,0.050000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.06666667,,,,1,0->0:Exact,NONE
4,0.066667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.083333336,,,,1,0->0:Exact,NONE
5,0.083333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.1,,,,1,0->0:Exact,NONE
6,0.100000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.11666667,,,,1,0->0:Exact,NONE
7,0.116667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.13333334,,,,1,0->0:Exact,NONE
8,0.133333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.15,,,,1,0->0:Exact,NONE
9,0.150000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.16666667,,,,1,0->0:Exact,NONE
10,0.166667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.18333334,,,,1,0->0:Exact,NONE
11,0.183333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.2,,,,1,0->0:Exact,NONE
12,0.200000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.21666667,,,,1,0->0:Exact,NONE
13,0.216667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.23333333,,,,1,0->0:Exact,NONE
14,0.233333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.25,,,,1,0->0:Exact,NONE
15,0.250000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.26666668,,,,1,0->0:Exact,NONE
16,0.266667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.28333336,,,,1,0->0:Exact,NONE
17,0.283333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.30000004,,,,1,0->0:Exact,NONE
18,0.300000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.31666672,,,,1,0->0:Exact,NONE
19,0.316667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.3333334,,,,1,0->0:Exact,NONE
20,0.333333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.35000008,,,,1,0->0:Exact,NONE
21,0.350000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.36666676,,,,1,0->0:Exact,NONE
22,0.366667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.38333344,,,,1,0->0:Exact,NONE
23,0.383333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.40000013,,,,1,0->0:Exact,NONE
24,0.400000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4166668,,,,1,0->0:Exact,NONE
25,0.416667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.4333335,,,,1,0->0:Exact,NONE
26,0.433333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.45000017,,,,1,0->0:Exact,NONE
27,0.450000,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.46666685,,,,1,0->0:Exact,NONE
28,0.466667,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.48333353,,,,1,0->0:Exact,NONE
29,0.483333,0.016667,-8949.95,-132.493,83.529526,0,0,0,0,0,0,none,true,0,0,0,Stand,0.5000002,,,,1,0->0:Exact,NONE
30,0.500000,0.016667,-8949.95,-132.493,83.65676,0,0,7.6342816,0,0,0,jump,false,7.6342816,16.666668,37,JumpStart,0.016666668,Stand,0.5166668,0.034293532,1,37->37:Exact,NONE
31,0.516667,0.016667,-8949.95,-132.493,83.77864,0,0,7.312763,0,0,0,jump,false,7.312763,33.333336,37,JumpStart,0.033333335,Stand,0.5333335,0.12620032,1,37->37:Exact,NONE
