panel,element,field,expected,actual,verdict
"action-bar","MainMenuBar","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBar","geometry","0|0|1024|53","0|0|1024|53","PASS"
"action-bar","MainMenuBar","anchor","BOTTOM||||","BOTTOM||||","PASS"
"action-bar","MainMenuBar","texture-path","||","||","PASS"
"action-bar","MainMenuBar","font","|","|","PASS"
"action-bar","MainMenuBar","color","","","PASS"
"action-bar","MainMenuBar","layer","|","|","PASS"
"action-bar","MainMenuBarLeftEndCap","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarLeftEndCap","geometry","-96|-75|128|128","-96|-75|128|128","PASS"
"action-bar","MainMenuBarLeftEndCap","anchor","BOTTOM|||-544|0","BOTTOM|||-544|0","PASS"
"action-bar","MainMenuBarLeftEndCap","texture-path","Interface\MainMenuBar\UI-MainMenuBar-EndCap-Dwarf.blp||","Interface\MainMenuBar\UI-MainMenuBar-EndCap-Dwarf.blp||","PASS"
"action-bar","MainMenuBarLeftEndCap","font","|","|","PASS"
"action-bar","MainMenuBarLeftEndCap","color","","","PASS"
"action-bar","MainMenuBarLeftEndCap","layer","|OVERLAY","|OVERLAY","PASS"
"action-bar","MainMenuBarPerformanceBar","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarPerformanceBar","geometry","777|-1|20|66","777|-1|20|66","PASS"
"action-bar","MainMenuBarPerformanceBar","anchor","TOPRIGHT||||","TOPRIGHT||||","PASS"
"action-bar","MainMenuBarPerformanceBar","texture-path","Interface\MainMenuBar\UI-MainMenuBar-PerformanceBar.blp||","Interface\MainMenuBar\UI-MainMenuBar-PerformanceBar.blp||","PASS"
"action-bar","MainMenuBarPerformanceBar","font","|","|","PASS"
"action-bar","MainMenuBarPerformanceBar","color","","","PASS"
"action-bar","MainMenuBarPerformanceBar","layer","LOW|BACKGROUND","LOW|BACKGROUND","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","geometry","781|-1|16|64","781|-1|16|64","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","anchor","BOTTOMRIGHT|||-227|-10","BOTTOMRIGHT|||-227|-10","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","texture-path","||","||","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","font","|","|","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","color","","","PASS"
"action-bar","MainMenuBarPerformanceBarFrame","layer","LOW|","LOW|","PASS"
"action-bar","MainMenuBarRightEndCap","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarRightEndCap","geometry","992|-75|128|128","992|-75|128|128","PASS"
"action-bar","MainMenuBarRightEndCap","anchor","BOTTOM|||544|0","BOTTOM|||544|0","PASS"
"action-bar","MainMenuBarRightEndCap","texture-path","Interface\MainMenuBar\UI-MainMenuBar-EndCap-Dwarf.blp||","Interface\MainMenuBar\UI-MainMenuBar-EndCap-Dwarf.blp||","PASS"
"action-bar","MainMenuBarRightEndCap","font","|","|","PASS"
"action-bar","MainMenuBarRightEndCap","color","","","PASS"
"action-bar","MainMenuBarRightEndCap","layer","|OVERLAY","|OVERLAY","PASS"
"action-bar","MainMenuBarTexture0","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarTexture0","geometry","0|10|256|43","0|10|256|43","PASS"
"action-bar","MainMenuBarTexture0","anchor","BOTTOM|||-384|0","BOTTOM|||-384|0","PASS"
"action-bar","MainMenuBarTexture0","texture-path","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp||","Interface\MainMenuBar\UI-MainMenuBar-Dwarf.blp||","PASS"
"action-bar","MainMenuBarTexture0","font","|","|","PASS"
"action-bar","MainMenuBarTexture0","color","","","PASS"
"action-bar","MainMenuBarTexture0","layer","|ARTWORK","|ARTWORK","PASS"
"action-bar","MainMenuBarTexture1","presence","PRESENT","PRESENT","PASS"
"action-bar","MainMenuBarTexture1","geometry","256|10|256|43","256|10|256|43","PASS"
