panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"action-button","ActionButton1","CheckButton","","0","0","36","36","BOTTOMLEFT","","","8","4","Interface\Buttons\UI-Quickslot2.blp","","","","","","","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
"action-button","ActionButton1Icon","Texture","ActionButton1","0","0","36","36","","","","","","","","","","","BACKGROUND","","","","","","","","MSUI:actual-draw-path","",""
"action-button","ActionButton1HotKey","FontString","ActionButton1","-2","2","36","10","TOPLEFT","","","-2","-2","","NumberFontNormalSmallGray","Fonts\ARIALN.TTF","12","#999999FF","ARTWORK","","","","","","","","MSUI:actual-draw-path","","fonts.MPQ:Fonts\ARIALN.TTF"
"action-button","ActionButton1NormalTexture","NormalTexture","ActionButton1","-15","-14","66","66","CENTER","","","0","-1","Interface\Buttons\UI-Quickslot2.blp","","","","","","","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\Buttons\UI-Quickslot2.blp",""
