row,time,opcode,name,bytes,sha256,flushed,hex
1,13.593,0x0095,CMSG_MESSAGECHAT,19,f807d96fc7e2dbbe57157febbe900469e1653394135e3b3cc8c21a2f3ee48b64,true,58A0735BCC6500000000070000002E67707300
2,13.633,0x0141,CMSG_ATTACKSWING,14,bb0b351f85d00cfa07fd95d3e1ef1d8c56c45d6213dcf98a828df65e2294868f,true,2889088A38538DA20406000030F1
