"panel","element","expectedFont","actualFont","delta","verdict","evidence"
"options","OptionsFrameSlider8High","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameSlider8Low","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameSlider8Text","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameSlider9High","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameSlider9Low","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameSlider9Text","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"options","OptionsFrameWorldAppearanceTitle","GameFontHighlight|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontHighlight|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-4-2-options-20260801-224500\options-diff.csv"
"party-frame","PartyMemberFrame1/Frame/FrameName","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-2-party-frames-20260801-160500\party-frame-full-diff.csv"
"party-frame","PartyMemberFrame1PetFrame/Frame/FrameName","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-2-party-frames-20260801-160500\party-frame-full-diff.csv"
"player-frame","PlayerFrameGroupIndicatorText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontHighlightSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerFrameGroupIndicatorText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontHighlightSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerFrameGroupIndicatorText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontHighlightSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"player-frame","PlayerFrameHealthBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerFrameHealthBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerFrameHealthBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"player-frame","PlayerFrameManaBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerFrameManaBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerFrameManaBarText","TextStatusBarText|Fonts\ARIALN.TTF|14","NO-VERDICT","expected=TextStatusBarText|14;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"player-frame","PlayerHitIndicator","NumberFontNormalHuge|Fonts\skurri.ttf|30","NO-VERDICT","expected=NumberFontNormalHuge|30;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerHitIndicator","NumberFontNormalHuge|Fonts\skurri.ttf|30","NO-VERDICT","expected=NumberFontNormalHuge|30;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerHitIndicator","NumberFontNormalHuge|Fonts\skurri.ttf|30","NO-VERDICT","expected=NumberFontNormalHuge|30;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"player-frame","PlayerLevelText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerLevelText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerLevelText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"player-frame","PlayerName","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-154500\player-frame-diff.csv"
"player-frame","PlayerName","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155000\player-frame-diff.csv"
"player-frame","PlayerName","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NO-VERDICT","expected=GameFontNormalSmall|10;actual=NO-VERDICT","NO-VERDICT","live-runs\N2-0-2-1-unit-frames-20260801-155500\player-frame-diff.csv"
"quest-log","QuestFrameExitButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestFramePushQuestButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogCollapseAllButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogCollapseAllButtonGroupMates","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogCollapseAllButtonTag","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogFrameAbandonButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogQuestCount","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogTitleText","GameFontHighlight|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontHighlight|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"quest-log","QuestLogTrackTitle","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-4-quest-log-20260801-194500\quest-log-diff.csv"
"spellbook","SpellBookFrameTabButton1","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookFrameTabButton2","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookFrameTabButton3","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookNextPageButton/FontString","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookPageText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookPrevPageButton/FontString","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"spellbook","SpellBookTitleText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-2-spellbook-20260801-191500\spellbook-diff.csv"
"static-popup","StaticPopup1Text","GameFontHighlight|Fonts\FRIZQT__.TTF|12","|12","expected=GameFontHighlight|12;actual=|12","DELTA","live-runs\N2-0-4-7-static-popup-20260802-000000\static-popup-diff.csv"
"talent-frame","TalentFrameCancelButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-3-talent-frame-20260801-193000\talent-frame-diff.csv"
"talent-frame","TalentFrameSpentPoints","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-3-talent-frame-20260801-193000\talent-frame-diff.csv"
"talent-frame","TalentFrameTalentPoints","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-3-talent-frame-20260801-193000\talent-frame-diff.csv"
"talent-frame","TalentFrameTalentPointsText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-3-talent-frame-20260801-193000\talent-frame-diff.csv"
"talent-frame","TalentFrameTitleText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-3-talent-frame-20260801-193000\talent-frame-diff.csv"
"taxi","TaxiMerchant","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-13-taxi-20260801-220000\taxi-diff.csv"
"trade","TradeFrameCancelButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeFramePlayerEnchantText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeFramePlayerNameText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeFrameRecipientEnchantText","GameFontHighlightSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontHighlightSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeFrameRecipientNameText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeFrameTradeButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem1Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem2Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem3Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem4Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem5Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem6Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradePlayerItem7Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem1Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem2Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem3Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem4Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem5Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem6Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trade","TradeRecipientItem7Name","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-14-trade-20260801-221500\trade-diff.csv"
"trainer","ClassTrainerAvailableButtonText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerCancelButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerCollapseAllButtonSubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerGreetingText","GameFontHighlight|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontHighlight|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerNameText","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill10SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill11SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill1SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill2SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill3SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill4SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill5SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill6SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill7SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill8SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerSkill9SubText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerTrainButton","GameFontNormal|Fonts\FRIZQT__.TTF|12","NOT-DRAWN","expected=GameFontNormal|12;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerUnavailableButtonText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"trainer","ClassTrainerUsedButtonText","GameFontNormalSmall|Fonts\FRIZQT__.TTF|10","NOT-DRAWN","expected=GameFontNormalSmall|10;actual=NOT-DRAWN","NOT-DRAWN","live-runs\N2-0-3-6-trainer-20260801-201500\trainer-diff.csv"
"ui-errors","UIErrorsFrame/FontString","ErrorFont|Fonts\FRIZQT__.TTF|16","|16","expected=ErrorFont|16;actual=|16","DELTA","live-runs\N2-0-4-6-ui-errors-20260801-234500\ui-errors-diff.csv"
