run_local,planned_name,actual_name,class_id,class_name,planned_race_id,planned_race_name,actual_race_id,method,result,guid,level
"2026-08-01T09:08:38","Nbwarhuman","Nbwarhuman",1,"Warrior",1,"Human",1,existing,PRESENT,0x000000000000021D,1
"2026-08-01T09:08:38","Nbpalhuman","Dwfpala",2,"Paladin",1,"Human",3,existing-equivalent,PRESENT_EQUIVALENT,0x0000000000000152,1
"2026-08-01T09:08:38","Nbhundwarf","",3,"Hunter",3,"Dwarf",,CMSG_CHAR_CREATE,REFUSED_0x34,,
"2026-08-01T09:08:38","Nbroghuman","",4,"Rogue",1,"Human",,CMSG_CHAR_CREATE,REFUSED_0x34,,
"2026-08-01T09:08:38","Nbprihuman","",5,"Priest",1,"Human",,CMSG_CHAR_CREATE,REFUSED_0x34,,
"2026-08-01T09:08:38","Nbshaorc","",7,"Shaman",2,"Orc",,CMSG_CHAR_CREATE,REFUSED_0x34,,
"2026-08-01T09:08:38","Nbmaghuman","Magetest",8,"Mage",1,"Human",1,existing-equivalent,PRESENT_EQUIVALENT,0x0000000000000002,6
"2026-08-01T09:08:38","Nbwlkgnome","",9,"Warlock",7,"Gnome",,CMSG_CHAR_CREATE,REFUSED_0x34,,
"2026-08-01T09:08:38","Nbdrunelf","",11,"Druid",4,"NightElf",,CMSG_CHAR_CREATE,REFUSED_0x34,,
