step,result,detail
START protocol=C:\Users\nico\source\repos\MSUIClient\scenarios\spells\spell-errors-live.txt
1,PASS,gm .gps
2,PASS,waitfor GmChatResponse
3,PASS,gm .gm on
4,PASS,spell-failure 133 2F
5,PASS,spell-failure 133 4D
6,PASS,spell-failure 133 59
7,PASS,spell-failure 133 17
8,PASS,spell-failure 133 FE
9,PASS,gm .learn 133
10,PASS,waitfor GmChatResponse
11,PASS,gm .modify mana 0
12,PASS,wait 1
13,PASS,gm .cooldown clear
14,PASS,wait 1
15,PASS,gm .npc spawn add 6
16,PASS,anchor spawn:1 guid=0xF13000000604A2AA position=-8949.95|-132.493|83.529526
17,PASS,wait 1
18,PASS,select spawn:1 guid=0xF13000000604A2AA
19,PASS,gm .gm off
20,PASS,gm .gps
21,PASS,waitfor GmChatResponse
22,PASS,cast 133
23,PASS,wait 1
24,PASS,gm .gm on
25,PASS,gm .modify mana 1000
26,PASS,wait 1
27,PASS,gm .cooldown clear
28,PASS,wait 1
29,PASS,gm .go xyz -8908 -132.5 83.5 0
30,PASS,wait 2
31,PASS,select spawn:1 guid=0xF13000000604A2AA
32,PASS,gm .gm off
33,PASS,gm .gps
34,PASS,waitfor GmChatResponse
35,PASS,cast 133
36,PASS,wait 1
37,PASS,gm .gm on
38,PASS,gm .go xyz -8950 -132.5 83.5 0
39,PASS,wait 2
40,PASS,select spawn:1 guid=0xF13000000604A2AA
41,PASS,gm .npc spawn delete
42,PASS,gm .gm off
