time,character,spell_id,name,event,classification,server_duration_ms,dbc_cast_time_ms,dbc_duration_ms,phase,started,ends,pushback_total_ms,cancel_source,animation_state
6.189,"Test",689,"Drain Life",CHANNEL_START,CHANNEL,5000,0,5000,CHANNEL,6.188,11.188,0,NONE,"Stand"
7.435,"Test",689,"Drain Life",CHANNEL_UPDATE,CHANNEL,2761,0,5000,CHANNEL,6.188,10.196,0,NONE,"Anim124"
11.270,"Test",689,"Drain Life",CHANNEL_STOP,CHANNEL,0,0,5000,SUCCESS,6.188,10.196,0,NONE,"Anim124"
14.278,"Test",689,"Drain Life",CAST_FAILED,CHANNEL,0,0,5000,FAILED,6.188,10.196,0,FAILED,"Stand"
