step,result,detail
TELEPORT_UNCONFIRMED
START protocol=C:\Users\nico\source\repos\MSUIClient\scenarios\combat\cb1-matrix.txt
1,PASS,gm .gm on
2,PASS,gm .npc add 6
3,PASS,wait 2
4,PASS,select spawn:1 guid=0xF13000007A00E7F9
5,PASS,trace start D1-VA-gm-on
6,PASS,attack start
7,FAIL,waitfor event=SwingReceive timeout
8,PASS,attack stop
9,PASS,trace stop
10,PASS,gm .npc delete
11,PASS,gm .gm off
12,PASS,gm .npc add 6
13,PASS,wait 2
14,PASS,select spawn:2 guid=0xF13000007A00F286
15,PASS,trace start D1-VB-gm-off
16,PASS,attack start
17,FAIL,waitfor event=SwingReceive timeout
18,PASS,attack stop
19,PASS,trace stop
20,PASS,gm .npc delete
21,PASS,gm .npc add 6
22,PASS,wait 2
23,PASS,select spawn:3 guid=0xF13000007A015EA6
24,PASS,press S
25,PASS,wait 2.2
26,PASS,release S
27,PASS,trace start D1-VC-range-walkin
28,PASS,attack start
29,PASS,wait 2
30,PASS,press W
31,PASS,wait 3
32,PASS,release W
33,FAIL,waitfor event=SwingReceive timeout
34,PASS,attack stop
35,PASS,trace stop
36,PASS,gm .npc delete
37,PASS,gm .npc add 6
38,PASS,wait 2
39,PASS,select spawn:4 guid=0xF13000007A015EA7
40,PASS,press turn-left
41,PASS,wait 1
42,PASS,release turn-left
43,PASS,trace start D1-VD-facing-turnin
44,PASS,attack start
45,PASS,wait 2
46,PASS,press turn-right
47,PASS,wait 1
48,PASS,release turn-right
49,FAIL,waitfor event=SwingReceive timeout
50,PASS,attack stop
51,PASS,trace stop
52,PASS,gm .npc delete
