step,result,detail
START protocol=C:\Users\nico\source\repos\MSUIClient\scenarios\spells\moving-animation-school-sweep.txt
1,PASS,gm .gps
2,PASS,waitfor GmChatResponse
3,PASS,gm .gm off
4,PASS,wait 1
5,PASS,press W
6,PASS,wait 1
7,PASS,wire-trace start path=dumps/wire-20260801-100301.wlog
8,PASS,socket-trace start n1c-moving-instant-battle-shout path=C:\Users\nico\source\repos\MSUIClient\dumps\sockettrace-n1c-moving-instant-battle-shout-20260801-100301.csv
9,PASS,cast 6673
10,FAIL,waitspell SMSG_SPELL_GO timeout
11,PASS,spell-blocked F-SILENT-INTERACT
12,PASS,socket-trace stop
13,PASS,wire-trace stop
14,PASS,spell-animation 1464 precast
15,PASS,wait 0.35
16,PASS,dump n1c-anim-moving-physical-precast
17,PASS,wait 0.35
18,PASS,spell-animation 1464 cast
19,PASS,wait 0.35
20,PASS,dump n1c-anim-moving-physical-cast
21,PASS,wait 0.35
22,PASS,spell-animation 133 precast
23,PASS,wait 0.35
24,PASS,dump n1c-anim-moving-fire-precast
25,PASS,wait 0.35
26,PASS,spell-animation 133 cast
27,PASS,wait 0.35
28,PASS,dump n1c-anim-moving-fire-cast
29,PASS,wait 0.35
30,PASS,spell-animation 116 precast
31,PASS,wait 0.35
32,PASS,dump n1c-anim-moving-frost-precast
33,PASS,wait 0.35
34,PASS,spell-animation 116 cast
35,PASS,wait 0.35
36,PASS,dump n1c-anim-moving-frost-cast
37,PASS,wait 0.35
38,PASS,spell-animation 1449 precast
39,PASS,wait 0.35
40,PASS,dump n1c-anim-moving-arcane-precast
41,PASS,wait 0.35
42,PASS,spell-animation 1449 cast
43,PASS,wait 0.35
44,PASS,dump n1c-anim-moving-arcane-cast
45,PASS,wait 0.35
46,PASS,spell-animation 635 precast
47,PASS,wait 0.35
48,PASS,dump n1c-anim-moving-holy-precast
49,PASS,wait 0.35
50,PASS,spell-animation 635 cast
51,PASS,wait 0.35
52,PASS,dump n1c-anim-moving-holy-cast
53,PASS,wait 0.35
54,PASS,spell-animation 5185 precast
55,PASS,wait 0.35
56,PASS,dump n1c-anim-moving-nature-precast
57,PASS,wait 0.35
58,PASS,spell-animation 5185 cast
59,PASS,wait 0.35
60,PASS,dump n1c-anim-moving-nature-cast
61,PASS,wait 0.35
62,PASS,spell-animation 686 precast
63,PASS,wait 0.35
64,PASS,dump n1c-anim-moving-shadow-precast
65,PASS,wait 0.35
66,PASS,spell-animation 686 cast
67,PASS,wait 0.35
68,PASS,dump n1c-anim-moving-shadow-cast
69,PASS,wait 0.35
70,PASS,release W
71,PASS,gm .gps
72,PASS,waitfor GmChatResponse
