[combat] time=0.221 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x0096;bytes=86;hex=0A0000000000000000000000004400000057656C636F6D6520746F20576F726C64206F66205761726372616674210A506174636820312E31323A204472756D73206F6620576172206973206E6F77206C697665210000
[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=14;hex=474D206D6F6465206973204F4E00
[combat] time=0.222 event=GmChatWire cause=server-receive target=0x0000000000000000 detail=opcode=0x01CB;bytes=31;hex=596F7520617265206E6F7720696E76697369626C65202872616E6B20362900
[action] time=0.245 slot=0 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=1 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=2 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=3 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=4 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=5 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=6 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=7 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=8 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=9 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=10 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[action] time=0.246 slot=11 spell=0 usable=Unusable range=NoCheck pushed=False hover=False checked=False flashing=False grid=False equipped=False cost=0 power=0 baseMana=0 rangeIndex=0 min=0.00 max=0.00 dist=-1.00 stack=0
[combat] time=0.254 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=Welcome_to_World_of_Warcraft!Patch_1.12:_Drums_of_War_is_now_live!
[combat] time=0.440 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=GM_mode_is_ON
[combat] time=0.440 event=GmChatResponse cause=server-chat target=0x0000000000000000 detail=You_are_now_invisible_(rank_6)
[portrait] time=9.749 subject=Player outcome=Ready camera=Authored authoredRetried=False subjectPx=42354 rgb=0..255 alpha=180..255 pieces=11 displayId=0 bindPoseHeight=2.0352 eyeHeight=0.0000 distance=0.0000 fovyDeg=27.0000 near=0.2222
[combat] time=10.297 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=44;hex=00000000070000002E676F2078797A202D383934392E3935202D3133322E3439332038332E35333132203000
[combat] time=10.297 event=GmCommand cause=live-bootstrap target=0x0000000000000000 detail=sent=True;text=.go_xyz_-8949.95_-132.493_83.5312_0
[combat] time=10.320 event=GmChatWire cause=client-send target=0x0000000000000000 detail=opcode=0x0095;bytes=16;hex=00000000070000002E676D206F666600
[combat] time=10.320 event=GmCommand cause=protocol-runner target=0x0000000000000000 detail=sent=True;text=.gm_off
[anim] time=11.844 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.845 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.861 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.861 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.861 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.861 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.878 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.878 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.878 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.878 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.894 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.895 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.895 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.895 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.911 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.911 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.911 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.911 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.928 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.928 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.928 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.928 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.945 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.945 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=11.945 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.945 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=11.947 event=AttackStartReceive cause=server target=0xF13000000604A287 detail=attacker=0xF13000066A01384C
[combat] time=11.961 event=IntentOff cause=server-stop target=0xF13000000604A287 detail=local_attack_latch_edge
[anim] time=11.962 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=11.962 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.962 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=11.962 event=AttackStartReceive cause=server target=0xF13000066A01384C detail=attacker=0xF13000000604A287
[anim] time=11.978 unit=creature:10913 track=0 requested=25 played=0 kind=Fallback
[anim] time=11.981 unit=creature:3167 track=0 requested=5 played=5 kind=BakedOnDemand
[anim] time=11.981 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.981 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=11.995 unit=creature:3167 track=0 requested=5 played=5 kind=Exact
[anim] time=11.995 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=11.995 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.011 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.011 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.028 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.028 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.045 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.045 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.061 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.061 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.063 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.063 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.095 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.095 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.112 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.112 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.128 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.128 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.129 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.129 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.161 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.161 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.178 unit=creature:10913 track=0 requested=5 played=5 kind=BakedOnDemand
[anim] time=12.178 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.178 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.195 unit=creature:10913 track=0 requested=5 played=5 kind=Exact
[anim] time=12.195 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.195 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.211 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.211 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.228 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.228 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.245 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.245 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.246 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.246 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.278 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.278 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.280 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.280 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.312 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.312 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.328 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.328 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.345 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.345 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.362 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.362 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.379 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.379 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.395 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.395 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.412 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.412 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.414 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.414 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.445 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.445 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.447 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.447 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.462 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.462 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.479 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.479 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.496 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.496 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.512 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.512 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.545 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.545 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.562 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.562 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[portrait] time=12.564 subject=Target outcome=Ready camera=Authored authoredRetried=False subjectPx=46735 rgb=0..255 alpha=127..255 pieces=-1 displayId=10913 bindPoseHeight=1.1373 eyeHeight=0.0000 distance=0.0000 fovyDeg=39.2823 near=0.1556
[anim] time=12.579 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.579 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.595 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.595 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.612 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.612 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.613 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.613 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.630 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.630 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.662 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.662 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.664 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.664 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.695 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.695 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.712 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.712 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.729 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=12.729 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=12.729 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.729 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.745 unit=creature:328 track=0 requested=0 played=0 kind=Exact
[anim] time=12.745 unit=creature:328 track=0 requested=4 played=4 kind=Exact
[anim] time=12.745 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.745 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.762 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.762 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.779 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.779 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.795 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.795 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.812 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.812 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.829 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.829 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.845 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.845 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.862 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.862 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.879 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.879 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.895 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.895 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.912 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.912 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.929 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.929 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.945 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.945 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.962 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.962 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.979 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.979 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.995 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.995 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=12.997 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=12.997 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.013 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.013 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.029 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.029 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.046 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.046 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.063 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.063 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.079 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.079 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.096 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.096 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.113 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.113 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.129 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.129 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.146 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.146 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.179 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.179 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.180 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.180 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.196 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.196 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.213 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.213 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.229 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.230 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.246 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.246 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.263 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.263 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.280 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.280 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.296 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.296 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.313 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.313 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.330 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.330 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.346 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.346 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.363 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.363 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.380 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.380 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.396 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.396 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.413 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.413 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.430 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.430 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.446 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.446 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=13.462 event=AttackStopReceive cause=server target=0xF13000066A01384C detail=attacker=0xF13000000604A287_victimDied=False
[combat] time=13.462 event=AttackStopReceive cause=server target=0xF13000000604A287 detail=attacker=0xF13000066A01384C_victimDied=False
[anim] time=13.463 unit=creature:10913 track=0 requested=0 played=0 kind=Exact
[anim] time=13.463 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.463 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[combat] time=13.479 event=ForeignSwingReceive cause=server-swing target=0xF13000000604A287 detail=attacker=0xF13000066A01384C_damage=192_hitInfo=0x00000082
[anim] time=13.481 unit=creature:10913 track=1 requested=1 played=1 kind=BakedOnDemand
[anim] time=13.481 unit=creature:3167 track=1 requested=16 played=16 kind=BakedOnDemand
[anim] time=13.481 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.481 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.496 unit=creature:10913 track=1 requested=1 played=1 kind=Exact
[anim] time=13.496 unit=creature:3167 track=1 requested=16 played=16 kind=Exact
[anim] time=13.496 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.496 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.513 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.513 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.530 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.530 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.547 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.547 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.579 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.579 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.581 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.581 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.596 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.596 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.613 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.613 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.630 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.630 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.646 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.646 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.663 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.663 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.680 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.680 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.696 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.696 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.713 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.713 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.730 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.730 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.747 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.747 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.764 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.764 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.780 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.780 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.797 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.797 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.813 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.813 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.830 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.830 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.847 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.847 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.879 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.879 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.881 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.881 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.897 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.897 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.913 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.913 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.930 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.930 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.947 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.947 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.963 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.963 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.980 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.980 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=13.997 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=13.997 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.013 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.013 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.030 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.030 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.047 unit=creature:447 track=0 requested=0 played=0 kind=Exact
[anim] time=14.047 unit=creature:447 track=0 requested=4 played=4 kind=Exact
[anim] time=14.064 unit=creature:447 track=0 requested=0 played=0 kind=Exact
