panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource,coverage
"player-frame","PlayerFrame","Button","","0","0","232","100","ANCHOR:ABSOLUTE","","","-19","4","","","","","","IMGUI_HOST","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","","","DRAWN-INSTRUMENTED"
"player-frame","PlayerFrameBackground","Texture","PlayerFrame","106","22","119","41","TOPLEFT","PlayerFrame","TOPLEFT","106","-22","","","","","#00000080","IMGUI_RECT_FILLED","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","","","DRAWN-INSTRUMENTED"
"player-frame","PlayerPortrait","Texture","PlayerFrame","42","12","64","64","TOPLEFT","PlayerFrame","TOPLEFT","42","-12","","","","","#FFFFFFFF","IMGUI_IMAGE","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","","","DRAWN-INSTRUMENTED"
"player-frame","PlayerFrameTexture","Texture","PlayerFrame/Frame/Frame","0","0","232","100","ANCHOR:ABSOLUTE","","","-19","4","Interface\TargetingFrame\UI-TargetingFrame.blp","","","","#FFFFFFFF","IMGUI_IMAGE","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","interface.MPQ:Interface\TargetingFrame\UI-TargetingFrame.blp","","DRAWN-INSTRUMENTED"
"player-frame","PlayerName","FontString","PlayerFrame/Frame/Frame","157.818","26","16.364","10","ANCHOR:ABSOLUTE","","","138.818","30","","","","10","#FFD100FF","IMGUI_TEXT","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","","","DRAWN-INSTRUMENTED"
"player-frame","PlayerLevelText","FontString","PlayerFrame/Frame/Frame","47.545","61","10.909","10","ANCHOR:ABSOLUTE","","","28.545","65","","","","10","#FFD100FF","IMGUI_TEXT","IMGUI_WINDOW","","","","","","","MSUI:derived-from-draw-variables","","","DRAWN-INSTRUMENTED"
"player-frame","PlayerFrame/Frame","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrame/Frame/Frame","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameHealthBarText","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameManaBarText","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerStatusTexture","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerAttackBackground","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerPVPIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerHitIndicator","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerLeaderIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerMasterIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerRestIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerAttackIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerPVPIconHitArea","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerStatusGlow","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerRestGlow","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerAttackGlow","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerPlayTime","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerPlayTimeIcon","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameDropDown","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameGroupIndicator","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameGroupIndicatorLeft","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameGroupIndicatorRight","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameGroupIndicatorMiddle","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
"player-frame","PlayerFrameGroupIndicatorText","","PlayerFrame","","","","","","","","","","","","","","","","","","","","","","","MSUI:panel-draw-walk","","","NOT-DRAWN"
