panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"chat-tab","ChatFrame1Tab","Button","","0","0","64","32","BOTTOMLEFT","ChatFrame1Background","TOPLEFT","2","0","","GameFontNormalSmall","Fonts\FRIZQT__.TTF","10","#FFD100FF","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"chat-tab","ChatFrame1TabLeft","Texture","ChatFrame1Tab","0","0","16","32","TOPLEFT","","","","","Interface\ChatFrame\ChatFrameTab.blp","","","","","BACKGROUND","LOW","","","","","","0.0|0.0|0.25|1.0","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\ChatFrameTab.blp",""
"chat-tab","ChatFrame1TabMiddle","Texture","ChatFrame1Tab","16","0","44","32","LEFT","ChatFrame1TabLeft","RIGHT","","","Interface\ChatFrame\ChatFrameTab.blp","","","","","BACKGROUND","LOW","","","","","","0.25|0.0|0.75|1.0","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\ChatFrameTab.blp",""
"chat-tab","ChatFrame1TabRight","Texture","ChatFrame1Tab","60","0","16","32","LEFT","ChatFrame1TabMiddle","RIGHT","","","Interface\ChatFrame\ChatFrameTab.blp","","","","","BACKGROUND","LOW","","","","","","0.75|0.0|1.0|1.0","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\ChatFrame\ChatFrameTab.blp",""
"chat-tab","ChatFrame1Tab/HighlightTexture","HighlightTexture","ChatFrame1Tab","","","","","RIGHT","ChatFrame1TabRight","","0","-7","Interface\PaperDollInfoFrame\UI-Character-Tab-Highlight.blp","","","","","","LOW","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","interface.MPQ:Interface\PaperDollInfoFrame\UI-Character-Tab-Highlight.blp",""
