panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"chat-edit","ChatFrameEditBox","EditBox","","0","0","5","32","TOPRIGHT","ChatFrame1","BOTTOMRIGHT","5","-2","","","","","","","DIALOG","","","","","","","patch.MPQ:Interface\FrameXML\FloatingChatFrame.xml","",""
"chat-edit","ChatFrameEditBoxLeft","Texture","ChatFrameEditBox","0","0","256","32","LEFT","","","","","Interface\ChatFrame\UI-ChatInputBorder-Left.blp","","","","","BACKGROUND","DIALOG","","","","","","","patch.MPQ:Interface\FrameXML\ChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatInputBorder-Left.blp",""
"chat-edit","ChatFrameEditBoxRight","Texture","ChatFrameEditBox","-11","0","16","32","RIGHT","","","","","Interface\ChatFrame\UI-ChatInputBorder-Right.blp","","","","","BACKGROUND","DIALOG","","","","","","0.9375|0|1.0|1.0","patch.MPQ:Interface\FrameXML\ChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatInputBorder-Right.blp",""
"chat-edit","ChatFrameEditBox/Texture","Texture","ChatFrameEditBox","-12","0","1","32","RIGHT","ChatFrameEditBoxRight","LEFT","0","0","Interface\ChatFrame\UI-ChatInputBorder-Right.blp","","","","","BACKGROUND","DIALOG","","","","","","0|0|0.9375|1.0","patch.MPQ:Interface\FrameXML\ChatFrame.xml","interface.MPQ:Interface\ChatFrame\UI-ChatInputBorder-Right.blp",""
"chat-edit","ChatFrameEditBoxHeader","FontString","ChatFrameEditBox","","","","","LEFT","","","13","0","","ChatFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","ARTWORK","DIALOG","","","","","","","patch.MPQ:Interface\FrameXML\ChatFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
"chat-edit","ChatFrameEditBox/FontString","FontString","ChatFrameEditBox","0","0","5","32","","","","","","","ChatFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","","DIALOG","","","","","","","patch.MPQ:Interface\FrameXML\ChatFrame.xml","","fonts.MPQ:Fonts\ARIALN.TTF"
