panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"chat-frame","ChatFrame1","ScrollingMessageFrame","","0","0","430","120","BOTTOMLEFT","","","32","95","","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","",""
"chat-frame","ChatFrame1/FontString","FontString","ChatFrame1","0","0","430","120","","","","","","","ChatFontNormal","Fonts\ARIALN.TTF","14","#FFFFFFFF","","BACKGROUND","","","","","","","MSUI:actual-draw-path","","fonts.MPQ:Fonts\ARIALN.TTF"
"chat-frame","ChatFrame1Background","Texture","ChatFrame1","-2","-3","430","120","TOPLEFT","","","-2","3","Interface\ChatFrame\ChatFrameBackground.blp","","","","","BACKGROUND","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\ChatFrameBackground.blp",""
"chat-frame","ChatFrame1UpButton","Button","ChatFrame1","-32","30","32","32","BOTTOM","ChatFrame1DownButton","TOP","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp",""
"chat-frame","ChatFrame1UpButton/NormalTexture","NormalTexture","ChatFrame1UpButton","-32","30","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollUp-Up.blp",""
"chat-frame","ChatFrame1DownButton","Button","ChatFrame1","-32","62","32","32","BOTTOM","ChatFrame1BottomButton","TOP","0","-2","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp",""
"chat-frame","ChatFrame1DownButton/NormalTexture","NormalTexture","ChatFrame1DownButton","-32","62","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollDown-Up.blp",""
"chat-frame","ChatFrame1BottomButton","Button","ChatFrame1","-32","92","32","32","BOTTOMLEFT","","","-32","-4","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp",""
"chat-frame","ChatFrame1BottomButton/NormalTexture","NormalTexture","ChatFrame1BottomButton","-32","92","32","32","","","","","","Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp","","","","","","BACKGROUND","","","","","","","MSUI:actual-draw-path","interface.MPQ:Interface\ChatFrame\UI-ChatIcon-ScrollEnd-Up.blp",""
