row,time,opcode,name,bytes,sha256,flushed,hex
1,7.191,0x0095,CMSG_MESSAGECHAT,19,530e593fa1c115c94f59fd49a3a416b987716f0d76ff24c9d7419d07f33cd83f,true,05A3EB0CAC1900000000070000002E67707300
2,7.199,0x0141,CMSG_ATTACKSWING,14,1654b77ff91a6e47b4f3b402c46ad0373eb423875b24f4d709fed06f0507a24e,true,92E386E4B7428FA20406000030F1
