row,time,opcode,name,bytes,sha256,flushed,hex
1,5.929,0x0095,CMSG_MESSAGECHAT,19,80254993e43f40b1b225ddd72c330c80e1d7df63e9d7c8f444fecf5fbe36ffea,true,3F85FEA7407400000000070000002E67707300
2,5.941,0x0141,CMSG_ATTACKSWING,14,784feef9f39b41853082ecfd8bb6dd47d801f1d3e7143986d79abb317c336420,true,8263DEEECF998CA20406000030F1
