step,result,detail
START protocol=C:\Users\nico\source\repos\MSUIClient\live-runs\N2-0-2-5-buff-frame-20260801-165500\buff-frame.protocol
1,PASS,gm .nameaura 1459 Test 3600
2,PASS,wait 1
3,PASS,ui-parity buff-frame
4,PASS,wait 2
5,PASS,gm .unaura 1459
6,PASS,wait 1
