panel,element,type,parent,x,y,width,height,point,relativeTo,relativePoint,offsetX,offsetY,texture,font,fontPath,fontSize,color,layer,strata,bgFile,edgeFile,tileSize,edgeSize,insets,texCoords,source,assetSource,fontSource
"cast-bar","CastingBarFrame","StatusBar","","0","0","195","13","BOTTOM","","","0","55","Interface\TargetingFrame\UI-StatusBar.blp","","","","","BORDER","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","interface.MPQ:Interface\TargetingFrame\UI-StatusBar.blp",""
"cast-bar","CastingBarFrame/Texture","Texture","CastingBarFrame","0","0","195","13","","","","","","","","","","","BACKGROUND","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","",""
"cast-bar","CastingBarText","FontString","CastingBarFrame","5","-5","185","16","TOP","","","0","5","","GameFontHighlight","Fonts\FRIZQT__.TTF","12","#FFFFFFFF","ARTWORK","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","","fonts.MPQ:Fonts\FRIZQT__.TTF"
"cast-bar","CastingBarBorder","Texture","CastingBarFrame","-30.5","-28","256","64","TOP","","","0","28","Interface\CastingBar\UI-CastingBar-Border.blp","","","","","ARTWORK","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","interface.MPQ:Interface\CastingBar\UI-CastingBar-Border.blp",""
"cast-bar","CastingBarSpark","Texture","CastingBarFrame","81.5","-9.5","32","32","CENTER","","","","","Interface\CastingBar\UI-CastingBar-Spark.blp","","","","","OVERLAY","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","interface.MPQ:Interface\CastingBar\UI-CastingBar-Spark.blp",""
"cast-bar","CastingBarFlash","Texture","CastingBarFrame","-30.5","-28","256","64","TOP","","","0","28","Interface\CastingBar\UI-CastingBar-Flash.blp","","","","","OVERLAY","","","","","","","","patch.MPQ:Interface\FrameXML\CastingBarFrame.xml","interface.MPQ:Interface\CastingBar\UI-CastingBar-Flash.blp",""
