row,time,opcode,name,bytes,sha256,flushed,hex
1,5.971,0x0095,CMSG_MESSAGECHAT,41,49bc449d226cc0dacebc8f7f8f5ac801db8da1f8e03374f2909b610b3ede0837,true,BE12A7B204F8000000000700000078312D636F6E74726F6C2D32303236303733312D31393139303000
2,10.249,0x01DC,CMSG_PING,14,f532d75f83f0fa41ac820b5c40270240e9f59ab09ef4b8f6e644b4016d64ae20,true,902354FB985B0100000004000000
3,10.994,0x0141,CMSG_ATTACKSWING,14,d16ee25dccd466006098161abc5b3233a55c8d3915fdaa9338706fa9ef3488f0,true,ACBCA8F5FD038BA20406000030F1
