step,result,detail
START protocol=C:\Users\nico\source\repos\MSUIClient\scenarios\combat\T2-gps-proof-20260731-154700.txt
1,PASS,gm .gps
2,PASS,wait 2
3,PASS,assert Map:_0
4,PASS,assert X:_
